,number,日付,ユーザー名,コメント
1624,163-4,2時間前,bvu*****,"人類滅亡は、核戦争より自然破壊より宇宙生命体の侵略より、ウィルス説が1番高いらしい。
これが始まりだったら…。"
1625,163-5,2時間前,tat*****,"時期的にそうなる頃。
同時多発的にそうなる事は目に見えている。"
1626,163-6,2時間前,特命太郎,愚鈍。
1627,163-7,2時間前,qcc*****,最近、入国制限が緩和され、小さな町ですが日本語学校が再会されたみたいで、しばらく消えていた東南アジア系の外人を集団で見るようになりました。働き口はあるのでしょうか?
1628,163-8,2時間前,kan*****,"春節の頃を思い出すね。
また後手にまわって、同じミスを繰り返すんだな。
学ばないなぁ、、、政治家って。"
1629,163-9,2時間前,非公開,"そんなのわかんなくね？
上手いことすり抜けてくるよ。ウイルスは。"
1630,163-10,2時間前,com*****,オリンピック終わった
1631,164-1,2時間前,kaz*****,未確認ではなく、持ち込ませないための対応、施策を行うのが政治家です。早急にヨーロッパ方面からの入国を遮断してください。第１波のときのような遅きに負けることなく、対策を講じてください。少しは学びましょう。コロナに打ち勝つための政策を講じてください。
1632,164-2,2時間前,hir*****,まずは外国からの入国を規制して下さい、同じ失敗を繰り返すのは愚の骨頂です。
1633,164-3,2時間前,tak*****,都内で中国人が明らかに増えてます。
1634,164-4,2時間前,aiz*****,"だんだん日本の政治家の発表も信じられなくなってきたね。
新種が発生すれば今迄感染して抗体を持っている人でも再感染するかもしれないし、変化するウイルスに対して今打たれているワクチンがどこまで効果が期待できるのか。このウイルス益々厄介になってきた。"
1635,164-5,2時間前,cb7*****,"早めにオリンピック中止を決めた方がいい。
世界から大勢日本に来るわけだから、日本はとんでもない事になるよ。"
1636,164-6,2時間前,yos*****,確認されていないうちに、是非入国・出国制限を。中国含めてすべての国からの入国・出国は、ちゃんと事が落ち着くまでは続行すべきです。
1637,164-7,2時間前,fva*****,のんびりと、「日本では確認されていない」「情報を収集した上で対処する」ではなくて、まず海外からの渡航者ストップしてから情報収集だろ！
1638,164-8,2時間前,なし,確認されていないいから「いい」みたいな言い方に聞こえてしまう。確認されていないからこそ、傍観者と思われるような注視ではなく…。入ってこないように早めの対策をしてほしい…切に願う。
1639,164-9,2時間前,(^o^)ノ⑩,"陰性陽性の確認しかしてないでしょ？
変異型の調査、どれだけしてますか？
元厚労大臣でしょ？"
1640,164-10,2時間前,sam*****,"未確認、対策に努めると具体性がないことなら、誰でも言える！

政府の要職に付いているのだから、
どう対策をしていくのか、概要だけでも発表できないのか？
せめて、そういう事いつごろの発表するのかぐらい言えないのか？"
1641,165-1,2時間前,hon*****,"確認作業はしてないから未確認です。
言葉遊びも大概にしてくれよ。
無能過ぎて腹立つわ。"
1642,165-2,2時間前,ta1*****,"イギリスでの変異種感染拡大は
日英同盟復活と言われた
防衛協力に影響しなければいいが"
1643,165-3,2時間前,jka*****,"時間の問題。
イギリスからの渡航が禁止されない限り、いつでも変異体は、侵入するでしょう。
その時、国防を担うあなたはなんと言うのでしょう。責任もとらず居座るのですか。
自民党のやり口そのままですか。
菅政権は、信用に値しない。"
1644,165-4,2時間前,woo*****,だとしたら、海外からの入国を止めないと、、、
1645,165-5,2時間前,yhq*****,現時点で未確認で構わないので、水際対応を早急に決定が必要。当初、武漢型の後に欧州型が入って来たのは分かっているので、同じ轍を踏まない様に、検疫を強化するとか、2週間の隔離を行うとか、もっと言えばイギリスからの直行便は禁止にするとか、今から手を打ってください。
1646,165-6,2時間前,ktg*****,変異種がどのように変異したウイルスなのか、早く解明が必要ですね。別の記事には『変異種が重症化するものなのかは確認できていない』というような記載もありましたし。
1647,165-7,2時間前,cin*****,政府より医師会や国立感染症に従事する医師の意見を信じているます。それに緊急事態宣言解除してから何してたの？
1648,165-8,2時間前,ble*****,"お花畑みたいな脳みそはやめてくれ。
大ピンチだから。
遺伝子の構造上、変異はしやすいのは
知ってたけど、非常事態だから。
たまには仕事してよ。たのむわ。"
1649,165-9,2時間前,ike*****,しかし文句ばっかりやな（笑）
1650,165-10,2時間前,dis*****,さっさと出入国禁止にしろや。オリンピック開催が危ぶまれるからできないってか？
1651,166-1,2時間前,muu*****,"国内未確認とか言って、日本には関係ないと思ってないか？
だから、いつ何をどうしなければならないかの結論を簡潔に説明すべきだよね。
西村さんは、GoToの再開をいつにしようかで頭がいっぱいみたいだしね。
まだ危機感を煽ると国民がパニックするからと言ってたけど、もう自己弁護している場合じゃないよ。"
1652,166-2,2時間前,ryo*****,だから外国人はゆるゆるガバガバで興奮してます。加藤ってか？
1653,166-3,2時間前,7+*****,"ほんとコイツら危機管理能力ゼロ。
変異種が確認されてないのであれば絶対に入れさせない努力をするべきだ。
同じ島国の台湾があれだけ防疫成功させているのに、ひとっかけらも学ぼうとしない体たらくに反吐出そう。
さすが税金とるだけとって、その金で国民には自粛訴えながら自分達は宴会やってるクズだけあるわ！"
1654,166-4,2時間前,hac*****,早く国外からの入国はシャットダウンしてください、確認されてからじゃぁ遅いンデスヨ～！
1655,166-5,2時間前,sam*****,"失敗から学ばないの？
海外からの渡航を制限するべきではないか？"
1656,166-6,2時間前,jyu*****,"今なら一部の国の入国規制緩和を停止すれば外国からの流入を最小限に抑えられると思うので、至急停止して下さい。
誰かが感染拡大はGOTOのせいとじゃないとメンツの為に妨害しそうだからマスコミ・野党はしっかりと入国規制をさせる方向にすれば指示されるだろう。"
1657,166-7,2時間前,41㍉スパナ,確認されたらもぅ遅いやろ
1658,166-8,2時間前,jzc*****,"なぜ直ぐに海外からの人の流れを止めないの？
経済に打撃があるからってこと？
これでは1年前と全く変わってないじゃないか
台湾というお手本がありながらなぜそれを実行出来ない？
日本という国は全てが後手後手でその結果泣くのは我々のような一般的な国民だよな"
1659,166-9,2時間前,mif*****,"加藤勝信官房長官は21日の記者会見で、英国で新たに見つかった新型コロナウイルスの変異種について「国立感染症研究所によると、わが国で同様のウイルスは確認されていない」と述べた。
と言うが・・・・
時間の問題と思う。
結局、人の出入りがあれば入ってくるし。
出入りを止める分けにも行かないと思うし。"
1660,166-10,2時間前,mus*****,"また見つかってから動くつもりですか。
すべてが後手後手ですね。"
1661,167-1,2時間前,sk0*****,"元々致死率0.1％以下のウィルスが変異したとして問題なしです。
早く5類指定を。"
1662,167-2,2時間前,tbyktbyk,"もういるだろうけど調べられないだけでしょう。
台湾やNZなど　鎖国くらいの状態にして
一度感染を低くしないと　2月にはトリアージが
始まるのだろうなと　想像できます。"
1663,167-3,2時間前,yog*****,"そんなアピールは要らないって。
例え、発見されたとしても後手後手対応でしょ。"
1664,167-4,2時間前,t52*****,当初、４次感染で変異する可能性がある...と言われていただけに、日本でも発生しないエビデンスは無い。
1665,167-5,2時間前,che*****,おめーらには第二波すら無かったらしいからな。この大嘘つきな小悪党が。としか思いません。
1666,167-6,2時間前,dai*****,未確認なら今のうちに対応しないと、入ってきてから対応してたら手遅れでは？
1667,167-7,2時間前,wgs*****,"現状報告ね！
だから何？

だから対策しないでいいと？"
1668,167-8,2時間前,d*****,"確認されていないなら、良かったです。
入ってくる前に、すぐにでも入国規制をやるという理由になりますね。"
1669,167-9,2時間前,y*****,これから確認されるという事か。
1670,167-10,2時間前,qkn*****,"早く！早く！
一刻も早く！
国内で見つかってないなら今！！
見つかってからじゃ遅いから！"
1671,168-1,2時間前,kaa*****,国内で確認した時点でアウトやん。
1672,168-2,2時間前,sad*****,入国制限の問題から目をそらすためにgo toをスケープゴートにして騒いでいたような気がしてならない。１０月や１１月は休みはろくにないし、国民の多くは働いていたし、学校に通っているのだから。国民のごくわずかの人間のgo to利用の旅行など、感染拡大にはほとんど影響を与えることなど少し考えれば分かることなのに。
1673,168-3,2時間前,axl*****,国民の誤解でした。ってまた言うに決まってる
1674,168-4,2時間前,iPhone7,ホンマ信用ならん人や。こんなんに税金から給料払ってる日本国は腐ってる。
1675,168-5,2時間前,han*****,この対応速度次第だよ。
1676,168-6,2時間前,sca*****,ロンドンから関空便があるので時間の問題
1677,168-7,2時間前,moj*****,"政府はもちろん、こいつの発言と人相は本当に酷い。顔から国民を嘲笑ってる人相が出過ぎ。
発言も行動も何も信用できないから自分の身は自分で守るしかない。"
1678,168-8,2時間前,tax*****,加藤って余り利口じゃ無いな？日本では変異種は認められて居ない。そんな発言では無く、コロナウイルスの変異種が入って来てからでは遅いのだから予防法を直ぐにでも発令するべきでは無いだろうか？
1679,168-9,2時間前,kke*****,"夏場の頃だったと思うが、ずいぶん前に初期中共タイプから感染力が三倍になったとかニュースでやってたから、感染力だけみたら日本で流行ってるタイプの方が強いんじゃないの？
隣の国は年齢層毎、タイプ別に分布データを公表してたが、日本の感染研は忘れた頃にしか発表ないんだよな。"
1680,168-10,2時間前,sak*****,"だ～か～ら～、今は入ってきてないってことだけでしょ。
入ってきちゃったら、これまでみたいに、感染拡大を止められなくなるでしょ！！！
入ってこないようにするのが、検疫ってことじゃないの？入国制限とか。
何を今するのか聞きたいんだよ！
西村大臣も、加藤官房長官もわかんねーなー！！"
1681,169-1,2時間前,non*****,"人の移動の自由や表現の自由を制限して欲しい人がこんなにたくさん居るとは驚き。

憲法を改正して人の行動の制限や生死まで強制できる中華人民共和国や朝鮮民主主義人民共和国のような国に変えてもらうしかないな。
緊急事態制限を出せとか言ってる人はそれが望みなんだろ。

それとも中華人民共和国の“日本民族特別自治区”にしてもらいたいのかな？

アホなことも休み休み考えて欲しいわ。"
1682,169-2,2時間前,pv*****,"とっとと
外国人の入国を止めんかいな。
そこが、にぶいっちゅうねん。"
1683,169-3,2時間前,***,それより、早く鎖国を再開してください。
1684,169-4,2時間前,mat*****,"今確認されていないなら、
なおさら今出入国禁止すれば
入ってこないですよね。"
1685,169-5,2時間前,1192-373-10-2964,"この方の会見など、全く意味を持たないと心底そう思います。
とにかく他人事で、とにかく否定して、
とにかく真実を語らない。
こんな会見はもうやめてはどうですか？
質問する人も、よく感じていると思いますが。"
1686,169-6,2時間前,もふ。,…もっと謙虚に推移を考察しないと。
1687,169-7,2時間前,みほこ,呑気な事を言ってるとどうせでもまずい対応が後手後手になるよ。まずは入国を制限する事だろう？…東京オリンピックは早い段階で中止を宣言すべきだと思う。
1688,169-8,2時間前,ppw,"はい、日本にはいません
わかりました
世界にはいるので鎖国でお願いします"
1689,169-9,2時間前,fkg*****,"総理大臣さえ嘘つき総理なのに
なんで信用できるの
政府の出す数字さえもう信じられません"
1690,169-10,2時間前,z*c*b*******,いつも政府の対応はおなじ。「たら」「れば」の話には応じない。　しかし、今のうちに対応を決めておくことが重要だ。それをしないから、いつも対策が後手に回り、泥縄になってしまう。エリート官僚や政治家さんたちには、頭が良過ぎてわからないかもしれないな。
1691,170-1,2時間前,男子便所使用中,寝惚けてますね
1692,170-2,2時間前,rjy*****,未然に防ぐ為にWHOでは無く世界で起こってる事を確認し対策すれば良いと思う、WHOの言う事は信用出来無い、皆んなが知ってから発表したりわかり切った事と嘘しか言わないから、何がウイルスは制御出来るだ、未確認なのに制御出来るとか言っちゃってる機関は何なんだ？
1693,170-3,2時間前,fux*****,年明けには上陸するんじゃない？早く鎖国しようよ。
1694,170-4,2時間前,ani*****,"今は未確認でも、諸外国で確認されてて入国激アマなら、ウイルスにとっても
ＷＥＬＣＯＭＥな日本
海外からの入国、ウイルスの侵入待ったなしですよ"
1695,170-5,2時間前,yba*****,この方を信用する人いますか？
1696,170-6,2時間前,dra*****,手のひら返しが必殺技の人の言う事を誰か信じる人居ます？
1697,170-7,2時間前,MSP*****,変異者みたいな顔しやがってwww
1698,170-8,2時間前,tib*****,"もう明日からでも入国禁止措置を取るべきです、
もう後手後手ならば、感染拡大は政府の責任。"
1699,170-9,2時間前,kjo111*****,"確認されてからでは遅い。昨年からすべて遅い。遅い。遅い。

感染防止(ブレーキ)は早めに拙速でいいからすばやく、経済対策(アクセル)は良く考えてがあるべき姿なのに、逆ばっかり。チグハグ自民、ぼんくら野党。気絶官僚。

ホントに情けない。"
1700,170-10,2時間前,tic*****,日本に入ってないと考えるのが無理ではないだろうか。そのうえで未確認ならまだ大きく広まっていないということだろうか。それならばいつ変異種が拡大するかわからないので、政府は後手に回る対応を脱却し早急に対策を練ってはどうか。
1701,171-1,2時間前,ltoion***,"毎日、入国検疫で感染者が引っかかっている。海外から治療を受けに来る者や交通機関を使う者もやはり存在する。全世界入国が緩和され、中国、韓国、台湾など11カ国・地域から空港でのウイルス検査が不要になり交通機関を利用しスルーしている。更に増加し無料医療を受けさせ医療機関に負担をかける要因の一つだ

検査も国内で行き届いていない隠れ感染者も存在潜伏し・病院対応も厳しい。入国実際、PCR陰性証明なんて意味もない。72時間以内でも検査後に感染だってあるし、実際、空港検疫で引っかかる人もいるが、すり抜けもあるだろうね
強制・罰金も出来ず日本は、海外ほど厳しく出来ない。入国を厳しくしないと国内にも新型ウィルス変異もまた島国に入国拡大する。"
1702,171-2,2時間前,mik*****,"やっぱりこの人駄目だわ～
今、蔓延してるのは東京型でしょう。国立感染研が調べてる。
田村厚大臣みたいに至急調べる必要あるとか言えんのかね。
入国制限してください。"
1703,171-3,2時間前,wk6*****,確認されていない今こそちゃんと対策してくださいよ
1704,171-4,2時間前,tal*****,"いないという、コンキョノない話をききたいのではない。
これから、どういう対処をしていくのかを知りたい。
全部は無理なのわかっている、できる範囲でいい。
これでは一年前と変わらない。

もう、いいかげんにしてほしい。"
1705,171-5,2時間前,哀鈴,"官房長官に報告がいってないだけやって。

ほんまに日本国内では　まだ幸い変異種は入ってないのなら、入ったら即に対応出来る体制なり何なりを準備万端にしとくのが仕事でしょ！

国会内は守られてるから今だに他人事なんやね。
（何の為に守られてるか考えたコトないんかな？国会議員って）

も、いっそのこと大臣なり政務官なり議員の誰かコロナでの病死者が出ない限り、本気のコロナ対策しないんちゃう？

こんなニュースが入ってきたなら、やはり現行体制で大丈夫なのかまずは検証するって考えらんないんかしら？ね"
1706,171-6,2時間前,cha*****,"こいつの顔には、真実味と心がない。
人間性を見直して、出直ししろ？
菅の子分は、崩壊だ"
1707,171-7,2時間前,yellow eagle,パンデミックの張本人WHOとの連携は今すぐやめてください。
1708,171-8,2時間前,jkm*****,絶対見過ごしてるだけ
1709,171-9,2時間前,oss*****,"菅さん早く気付いた方が良いですよ。
加藤さんが厚労相から官房長官へ抜擢されたのが適材適所ではなくて、ちぐはぐ、身の丈に合わないという事が国民に見えてます。
官房長官の一挙手一投足が支持率を大幅に落としています。
お気付きとは思いますが、早急に手を打たなければ内閣が瓦解します。"
1710,171-10,2時間前,hen*****,もうこの政府危機管理能力がないので不安増大。
1711,172-1,2時間前,jtg*****,"遅い遅い遅い、EUへ行き来する飛行機止めないと！
危機感がなさすぎるんだよ！"
1712,172-2,2時間前,Buh*****,今すぐ入国禁止措置を取りなさい。
1713,172-3,2時間前,big*****,日本では、ファイザーのワクチンでも有効ってことでしょうか？
1714,172-4,2時間前,いやはや,大事なのは現在未確認だということではない。現在未確認なら、この先も入ってこないようにするために政府は何をするつもりなのか、ということだ。今の入国制限のままでは、新型の新型が入ってくるのも時間の問題だということに、気付いていないはずなはいのに、何もしないつもりではないでしょうね？
1715,172-5,2時間前,＊＊＊＊＊,この人達のベッドは確保されてるからなー。腹が立つ！
1716,172-6,2時間前,cha*****,政府のおじさん達、みんな信じられない
1717,172-7,2時間前,eli*****,今の無責任内閣だと、変異種のコロナウィルスが入ってくるのも時間の問題ですし、事態が好転することもないと思います
1718,172-8,2時間前,ひげ,"あいかわらず安定の
知らぬ存ぜぬ

利権以外に興味ない？

ひとつくらい先手で
何か役に立った事あるの？"
1719,172-9,2時間前,ota*****,もう「ニホンガー」「オウベイガー」とか言ってる事態じゃないでしょ。
1720,172-10,2時間前,ボーズ,外国の方々の入国規制を！
1721,173-1,2時間前,kei*****,"変異ウィルスの国内での確認は未だ無いから、まだ変えるつもり無いみたいな発言。
なんと無責任な。
春にも感染源であった中国からの入国を制限せず北海道にウィルスを蔓延させた。
すでにヨーロッパでは感染拡大に備えて、いち早くロックダウンしてます。
日本政府って、自民党って、なんなん？？？
自分達の利益だけしか頭にないの？
総理自身が会食したり、九州では忘年会！とかで80人規模の会食したり…。
おかしいわい！"
1722,173-2,2時間前,mik*****,"もしもし…。これからじゃね。千歳も今日から中韓入国受け入れ、しかもPCR検査もなし。
むしろ政府はコロナを拡散したい模様。"
1723,173-3,2時間前,nak*****,もう少ししたら変異種も日本に上陸するでしょう。何故なら対策してないから。
1724,173-4,2時間前,cho*****,症状が出てないだけで既に日本に入ってると思うけどね
1725,173-5,2時間前,cxi*****,バカみたいなお話。
1726,173-6,2時間前,kaz*****,必ず国内で流行する、安心出来ません。
1727,173-7,2時間前,kaz*****,やってるかどうかも未確認
1728,173-8,2時間前,tos*****,"もうお前らの戯言は聞き飽きた。
俺ら国民がいつまでも黙っておとなしくしてると思うなよ。"
1729,173-9,2時間前,kuc*****,"オリンピックはコロナが治まらず中止です！
変種感染者無症状が観戦に来ますよ。
止める勇気も必要です！"
1730,173-10,2時間前,jet*****,"出たよ、得意の「注視します」。
当てにならないから信用もできない。
早く解散してください。
何より早く外国からの渡航者を制限してください。
その人たちは陽性になると手厚く日本の医療を受けられもするらしいじゃないですか。
ツアーが組まれてるほどらしいじゃないですか。
仕組みは欠点があればスピード感を持って改善しないと政治家がいる意味がありません。"
1731,174-1,2時間前,三猿,どうせ、ろくに調査もしてないんやろて！…www
1732,174-2,2時間前,ten*****,"今すぐ国際便を全閉鎖すべきです。
今までがまだ第一波で、真の第二波が来る前に。"
1733,174-3,2時間前,snow,"なんでいつも呑気なんだろ？
平和ボケか？自分たちは大丈夫って思い込みすぎではないか。
万が一とか、転ばぬ先の杖とか知らないのか？"
1734,174-4,2時間前,kaz*****,加藤が知らないだけで官僚達は分かっている。加藤の物言いが悪すぎるから風通しが悪いだけ。報告等が上がって来た時には後の祭り。加藤ごとき官僚達の手の平で軽く踊らされているだけ。
1735,174-5,2時間前,囧,"まぁ、時間の問題でしょう。
そして、その時になっても国は具体策を出さないまま。"
1736,174-6,2時間前,psq*****,１年経ったからもうじき変異するくらいだな。
1737,174-7,2時間前,mar*****,"事前に対策を講じない無能政府
確認していないんじゃなく
入れちゃダメなの！
大丈夫？こいつら"
1738,174-8,2時間前,sen*****,"そもそもPCRぐらいで変異種かどうかなんて分かるのか？
ってか確認されて無いんじゃ無くて探せよ。
これだけ入国緩和してんだから絶対国内に入ってきてる。"
1739,174-9,2時間前,cwb*****,"なーんにも仕事してない人に
言われたくないね！
無責任なこと言うなよ！"
1740,174-10,2時間前,nab*****,"イギリスで変異種が見つかったと首相が公表、しかし日本では未だ確認されていない…
普通に考えれば、見つかる前に入国規制強めるよね？
…見つかるのを待ってるのか？"
1741,175-1,2時間前,,"イギリスで変異種が見つかったと首相が公表、しかし日本では未だ確認されていない…
普通に考えれば、見つかる前に入国規制強めるよね？
…見つかるのを待ってるのか？"
1742,175-2,2時間前,bou*****,官房長官は、政府としての具体的な事前策を国民に対して提示すべきだ。いつもの当たり障りの無い、つまり中身が無い発表では済まない。
1743,175-3,2時間前,sak*****,"あのさ、
変異種いるの？
まだ発見されてません。
で終わんないでよ。

めちゃくちゃ猛威をふるってる国もあるんだから、どうやって日本に持ち込ませないよう対策するのか、日本国内で発生したらどう対応するのか、これが危機管理対策なんじゃないの？

子供のお使いじゃないんだから、一問一答みたいな説明で終わっておかしいと思ってほしい。"
1744,175-4,2時間前,N***********,"政府は早く、ヨーロッパ便の即時停止させるべき。
飛行機はどこを経由してるかわからないから、どこかの国のように、着陸前に機内でスプレー消毒し、検査も全数やらないと。

停止できるならすぐに"
1745,175-5,2時間前,ZIPANG,"Yesマン
加藤か"
1746,175-6,2時間前,cug*****,"国内で変異確認できてないなら今から対策に並行して万全準備段取り願います。
イタリアからでもどこからでも入ってくることのお絶対的阻止必須、最悪国内確認は隔離済み後でお願いしたい。
これまでの一年なんら学ばない政治家としか思えないのは否めない。
餅は餅屋、専門家意見を重視願いたいものです。"
1747,175-7,2時間前,owg*****,"え?
入ってきて確認がとれてから対応しようとしてるの？

政府はどこまでバカな人達なんだろう(笑)"
1748,175-8,2時間前,gs3*****,まずは外国から入れないことが最善の手でしょう。
1749,175-9,2時間前,fcj*****,"未確認は分かりました。今後もリスクを減らすために国外からの渡航を制限してください。それが政府の責任です。
欧州から変異したウィルスが日本に入ってくると本当に医療崩壊し、死人が急増してしまいます。変異したウィルスが確認されてからの対策では遅いのです。"
1750,175-10,2時間前,sp9*****,"今の政府与党は、確認されて増えてからの判断しかできません。
「予知予測」この言葉の意味を政府与党は知らないのでしょう。
変異種がでるだろうと予測はできているはずです。素人でもそう思うはずです。
変異種が発見された時点で対策をするのが正しいでしょう。
幸いにも変異種が最初に発見されたのが日本でないだけです。
もし日本で最初に変異種が発見されたら、他国は日本人の入国を阻止するでしょうし、日本への出国は禁止にするでしょう。それは差別ではなく予防の為です。
日本が今するべき事を即座に行ってほしいですね。

とにかく国民が理解できる行動と言動をお願いしたいですね。"
1751,176-1,2時間前,mar*****,"入国制限を今すぐにして下さい。
全て後手後手だったから、
これからでも先手先手の措置を
お願いします。"
1752,176-2,2時間前,ran*****,"確認されてなくてよかった！
じゃねーんだよ、対策をしっかりどうするか説明しろよ"
1753,176-3,2時間前,********,今度こそ先に手を打てよ、バカ政府。
1754,176-4,2時間前,AM,未確認だから良いって訳じゃないし、確認してても公表しないだろうね。ほんとにトップは老害ばっかり。
1755,176-5,2時間前,mac*****,水際の失敗の反省をせず悠長に未確認？なに危機感もなく話してるんだ。
1756,176-6,2時間前,zwo*****,あなたの言うことは信じません。安倍内閣の時から
1757,176-7,2時間前,hac*****,そうは言っても入国の窓口が開いたまんまザルだから、時間の問題だな…。
1758,176-8,2時間前,mot*****,"「確認されてない」は「変異種感染者がいない」とは同義でないので、未確認という情報で油断できないとまず感じます。

また、実際にまだ日本に変異種感染者がいないのなら、それは変異種拡大はまだ防げるチャンスが高い段階ということなので、感染が広がらないよう、水際対策を強化するなどいまのうちから少しでも先手を取れる対応をとってもらえたらと思います。

「発見されました」からの対策だと、これもまた後手後手になってしまうと思います。

火事もボヤのうちならバケツの水でも消せますが、大きな炎になってしまうと消防車何台でも消火が難しくなってしまうようなのと、感染拡大も似ていると個人的に思います。"
1759,176-9,2時間前,kib*****,新型コロナウィルス変異種による感染拡大が著しいイギリスからの渡航を制限する国が増加中で、日本も乗継便利用をする人も含めしっかり入国制限を行い、ウイルスが絶対入らないようにしなければならない。武漢の二の舞はもうたくさんだ。
1760,176-10,2時間前,ai*****,水際対策は麻生の時から失敗してるので、とにかく入国制限！
1761,177-1,2時間前,,"変異種がこようがもうコロナは収束も消滅もしませんよ〜
最近になって市議とかが複数人で会食してたことが取り上げられてるけどあの人たちが2週間経過して誰一人としてコロナに感染しなかったら結局、国や都道府県知事が口を揃えて言う4人以上での会食はやめてくださいは無意味なものになるよね？
何人で会食しようがコロナに感染する確率は低いっていうのが立証されると思う"
1762,177-2,2時間前,bak*****,海外旅行禁止、入国規制（二週間の検疫）徹底しないとワクチンも意味なくなる。政府のボケ政策はコリゴリ！
1763,177-3,2時間前,jin*****,確認されていないからこそ、今のうちに対策すべきでしょ。学習能力ないのか？
1764,177-4,2時間前,YUPYep,"加藤 > 今は入ってきていない(と思いたい)

では、入ってこない保証は？

日本は島国なのでやりようによっては新型コロナの打撃も最小限に出来たはずなのに、オリンピックやりたさに対応をミスり、次はGOTOでミスり、また来年のオリンピックやりたさにミスをするのだろう。

本当に日本政府はホ°ンコツですわ。政治家は全員お払い箱にして入れ替えた方がいいのでは？"
1765,177-5,2時間前,sat*****,"とりあえず入国制限を強化してくれ
話はそれからだ！"
1766,177-6,2時間前,mis*****,未確認のうちに怪しい国からの入国を再度制限するのが大事なんでしょ
1767,177-7,2時間前,mat*****,国内未確認じゃなく加藤未確認なだけでしょ
1768,177-8,2時間前,ui8*****,"未確認だからといって全く安心していないし、、入国制限緩和は全く理解できない。

下手したら自分らも危険だというのに。自分らはコロナにかからないとでも思ってるんだろうか。
いつまでも国民任せ知事任せはやめて仕事しろ。"
1769,177-9,2時間前,mrp*****,某国が作った白人系に効果的なウィルス！
1770,177-10,2時間前,leo*****,見つかってからじゃ遅いぞ
1771,178-1,2時間前,shi*****,"今に来るよ。
だって中韓受け入れしてるんでしょ？"
1772,178-2,2時間前,yum*****,この顔なんかムカつく。平然としてるフリ？
1773,178-3,2時間前,tdq*****,まあ、確認したとこで特段策を打てず、気づいたときは変異型感染爆発の流れ。学習できず…
1774,178-4,2時間前,wag*****,"国内の変異種が未確認だから何？？
政府は対策しないの？？
このままでは中国から持たさられたコロナの去年と同じ経路を辿る事になるが？？"
1775,178-5,2時間前,fa5*****,安倍や菅総理は多分対策しない。経済第一だから。
1776,178-6,2時間前,aiu*****,確認されたのなら余計対策しないとですね。人混みは危険です。
1777,178-7,2時間前,v,信用できませんね。
1778,178-8,2時間前,mv1*****,"日本の政府はぐずぐずして居る間に世界からウイルスを持ち込んでいる。
海外入国禁止にして早く止めて欲しい。"
1779,178-9,2時間前,mon*****,悪魔の証明じゃないけど確認できてないだけじゃ？
1780,178-10,2時間前,yan*****,なんかちょっとよく分からないけど、加藤くんと西村くんは一人で良くない？　メモ読むだけなんだろうし。
1781,179-1,2時間前,xyz_*****,"対応を注視しながら感染防止対策に努めて。
↑
その結果が今の国内の現状。結局、見てるだけ。国民に自粛を求めるだけ。
ウイルスが入ってきては後手後手の対応になる。

コロナが入ってきて10ヶ月、何か対策しましたか。
この政府では結果は目に見えています。"
1782,179-2,2時間前,kei*****,"未確認だから安心ですね・・・・・
って、何を甘いこと言ってるんでしょうか。
未確認のうちに海外の入国を止めてください！！"
1783,179-3,2時間前,qkh*****,"変異種？！誰だよ。コロナウィルスは、怖れなくても良い。経済を優先的に廻せって言っていて。
ただの風邪だ、インフルエンザだなどと言って。責任とれるのか？史上最悪な年末年始…が訪れる可能性大でしょう今のみなら。外国人がシレッと入国出来ちゃうんだから。韓国人や中国人なんて、一部には日本国内にコロナウィルスを拡げてやれのような輩もいるんだぜ―考えてよ。政府は、政治家は。"
1784,179-4,1時間前,leu*****,"「今」確認されていないだけ。
確認されていないからと、まだ何も対策を取らなくてもいいわけではない。
この感染状況で変異種が日本にきたら、国としての機能が壊滅するだろう。"
1785,179-5,1時間前,shi*****,で，具体的な対応策は？
1786,179-6,1時間前,qxz*****,こいつが変異種。
1787,179-7,1時間前,ken*****,"この人も将来的に自分が叩かれる種を撒いている自覚あるのでしょうか。
まだ国内では見つかっておりません、慎重に対応をします。→国内で見つかりました。気をつけて下さい→国内で増えてきました。注視します。→国内で多くなってきました。慎重に対応します。→もう限界です、ヤバいです。

官房長官として、総理と協力し、責任を持ってどうにかウイルスの上陸を未然に防ぐことが出来るよう尽力します。くらい言えませんかね。"
1788,179-8,1時間前,col*****,では未確認の内に，海外から渡航する方への具体的な対策をもう一度確認して国民に教えてください。
1789,179-9,1時間前,dai*****,"とても危険ですな菅政権では手も足も出ない...無理だろうな、アメリカと中国がもめて戦争ぎりぎりの状況に置かれている今でも外国人特に敵国の特亜民をいまだに入れてるとか、もれなくコロナの変異種が国内に蔓延するはずだ。

国民は自分らで身を守ろう政治家や専門家はあてにできん。"
1790,179-10,1時間前,m*****,未確認って言われても一切安心できないのは何故だろう。
1791,180-1,1時間前,yuk*****,加藤は無能で愚鈍で忖度野郎なので信用できない
1792,180-2,1時間前,for*****,未確認だから大丈夫なわけじゃない。入ってこないように今すぐ対策しなきゃダメなんだよ。
1793,180-3,1時間前,ssf*****,外国から人が入ってないのなら信憑性あるけど、限られた数のPCR検査で言われても‥。
1794,180-4,1時間前,pop*****,"入国外国人毎日1000人以上。

後から発生とかだな。
新種の検査早く。"
