,number,ユーザー名,コメント
2272,228-2,gt0*****,"百貨店も18時には閉めさせないと意味ないよ。
商業施設の人の多さは飲食店と同じくらい危ないと思う。"
2273,228-3,ぷー,百貨店は食料品フロア以外は前回みたいに最終的には休業とかあるのかな。自民党は二階フロアに休業要請してもらいたい。
2274,228-4,blu*****,飲食店を潰さないためには、この問題を日本全体の国難と捉え、他業界の時短、例えば通常17時終業ならば16時終業にしたうたうえで、どうしても飲みたい人は早く始めて早く終わる、と言う方法もあるのではないか。本末転倒、と言う声も予想するが、遅い夜飲みをやめることで、少しでも感染回避が図れるのではないか、と思う。勿論飲食店には厳格に感染防止対策を今まで以上に行わせる。店には焼け石に水の一律支給支援とかでなく、店の感染対策費用資金を援助する形にして、感染を防ぎつつ売り上げを少しでも維持出来る方策を考えるべきだ。
2275,228-5,sqb*****,ボーナス全額コロナ対策にっていう国会議員が居たら、よくやったとなるんだけどなぁ。今野党がそれやったら、政権ひっくり返るだろうなぁ。結局野党も与党と同じなのかぁってなっちゃうなぁ。補償のお金のことを考えて、中途半端な緊急事態宣言になってるんだろうなぁ。今後の感染拡大がこわいです。
2276,228-6,hin*****,大規模デモが起これば直ぐにこの政府は崩壊するだろうな。
2277,228-7,tim*****,二階先生お願いだから地下に降りて下さい。
2278,228-8,smk*****,中途半端な施策は、効果無く、緊急事態の期間をダラダラ長引かせるだけ。結果、経済に大ダメージを食らわし、東京オリンピックの開催が難しくなり、誰も幸せにならない。やるなら、徹底的にやって、短期間でコロナを封じ込めた方が、経済にとっても、オリンピックにとっても良いことは明白だと思う。では、何故、政府は、及び腰、後手後手対応なのだろうか？多分、目先のことしか考えていないからだと思う。中長期的に物事を考えられない政治家は、認識を改めて頂きたいものである。
2279,228-9,jan_wenry,"百貨店は時短で、なぜイオンはフル営業なの？
おかしくないか。"
2280,228-10,chi*****,時短要請　中途半端は効果なし　要請に応じない国民の責任にする　まったく愚かな政府だ
2281,229-1,k_u*****,"KKDチャンスがやってきたか。
まあ、一発勝負はせずに何度かには分けるけどね。"
2282,229-2,カマトロ,時短したところで何も変わらないと思う。お客は営業時間に合わせて店に行く。一部の業界に負担を強いて経営が悪くなるところが増えて感染者数はおさまらない最悪の結末が見える。政府もとりあえずやってる感がすごい。やるならもっと大きく大胆に厳しくやらないと効果でないと思います。
2283,229-3,ak_*****,"十把一絡げ。苦労をしたことのない人達の考えでは、一生懸命頑張っている国民が救われない。
菅さん？小池さん？
みんな同じ。
きれいな服着て、手を汚したくない人達の考えそうなこと。
もう少し必死にやりなさいよ！少しくらい店や会社がつぶれても良いと考えているなら、政治家を辞めなさい！"
2284,229-4,pal*****,結論:人類にも冬眠が必要
2285,229-5,aji*****,休校を求めない、この甘さが事態を悪化させる事は誰もが分かっているのに、そうしない訳は…政府の考えが恐ろし過ぎる。
2286,229-6,mmj*****,"批判ばかりで無く
こーしたら良いとか具体的に聞きたい

皆んな、事後の事の批判ばかりやし
色々見てたら痛い、痛い（笑）"
2287,229-7,yhy*****,"「経済優先でコロナ対策など必要ない。感染しても若者は命に関わる事はない。死ぬのは老人だ。コロナで老人が大量に死ねば高齢化問題も解決できるし一石二鳥だ」

と、正直に言ったらどうなんだい？
役立たずのクソ政治家どもが。"
2288,229-8,wqe*****,オリンピックなんて妄想やめてコロナに予算使ったら？
2289,229-9,dzv*****,税金払うのアホらしい！！
2290,229-10,nao*****,娘が今週、神奈川で行われる友達の結婚式に行くと言っている。我が家からだと東京を横断するうえ、結婚式は昼間でもお酒、大勢での食事が数時間に渡って行われる。式を開く方が止めてもらわないと、おめでたい事に口を出すなと言う娘の態度。政府でバッサリと止めて貰いたい。範囲をアバウトなまま始めても、こうやって実行してしまう人達もいる。遅すぎる対応、あやふやな対応は何とかなりませんか？私も仕事をしているので、娘が貰って来たらと思うと気がきではありません。政治家の皆さん、よろしくお願い致します。
2291,230-1,ws2*****,いったい誰がこの国のトップだ？
2292,230-2,ats-u,"休業要請しないで、どうやったら1カ月で抑えられるのか教えて欲しいです。
春の緊急事態宣言みたいに、殆ど全て休業にしないとムリです。
学校も部活動だけでなく教室クラスターも発生しているのに、休校にしない理由を教えて下さい。
感染拡大には、GoToだの先手先手でやって、収束には後手後手ですね。"
2293,230-3,k,しっかり考えて。1か月で押さえたいなら、全てだよ。
2294,230-4,ayu*****,"この状況下で今週末成人式をやると言ってる馬鹿な役所が沢山あるんだぜ
ありえないだろ!
まず、そのあたりは国として中止させなさい!"
2295,230-5,sho*****,政府がもっとしっかりしてくれなきゃ。二階とか麻生とか悪い官僚共の操り人形じゃ話にならない。この感染拡大は二階とかのご機嫌取りを選んだ結果とも言える位だ。情けない。しかし、二階とか麻生とかホントに日本の膿だな
2296,230-6,mhg*****,感染が人と人との接触、会話による飛沫ならば、外へ出たら一切口を開かない、意思疎通が必要なら、LINEか手話あるいはジェスチャーで。外食も必ず一人で、二人以上は入店禁止。これなら、時短なしで何とかやれそうな気がする！
2297,230-7,kou*****,ゴーツートラベルとコロナ感染のエビデンスはどうなったのか。ガースさん結果を国民に知らせて下さい。
2298,230-8,ka0*****,"宣言は仕方ないとして
春節で中国人大量入国させたら国民は黙ってねぇからな"
2299,230-9,ryo*****,推進っていう他人任せの言葉で何かやった気になれるのが凄いわ
2300,230-10,**k*c****1*,出口戦略が期間だけだもの。無能だわ。
2301,231-1,cok*****,"法で裁けぬ、巨悪政治家を闇に葬って欲しい。
シティーハンターに。"
2302,231-2,kem*****,"こういう「政治家」ではなくて、「政治屋」を選挙で選んだのは、国民。
こんな「政治屋」をクビにするためにも、次の選挙で自民党に投票するのは、もう、やめよう！"
2303,231-3,den*****,何でこうなるの？
2304,231-4,lpe*****,"すぐ期間決めてやめようとするのは何故？
収束する兆しはあるの？
期限が来たから多少減っただけでも解除しそう。
そもそももう少し強制力持った内容にして発令しないと短期間で減少するわけがない。"
2305,231-5,KG,"春高バレーなどを見てると、マスクなしで円陣を組み大きな声をあげている。合唱よりも吹奏楽よりも飛沫が色んな方向にどびちってる。しかも全国に放送されている。何が中止になるべきか、対策を講じるべきかイメージや雰囲気で、子供の成長を止めてはならない。
春高バレーヤバすぎ！！！"
2306,231-6,シャケ定食美味しいね,全ての小売店の飲食店娯楽施設など全て強制休業にすべきだ
2307,231-7,xxx*****,"結局総理大臣は国を守りたいだけね。
菅もまた国民を守る気なんて最初からなかったんだな(笑)
政府にはもはや絶望しか感じないわ

菅もかしこもみんな年取り過ぎ！"
2308,231-8,通りすがり,年末に感染者が増加しているにも関わらず、議員や公務員（医療関係を除く）の多くが年末年始を休んでいること自体、この国の危機意識の乏しさにガッカリする。年明け早々の対策が中身が全くないただのお願いなんて情けない。こうゆう緊急時こそ役所はフル稼働で必要な対策案を一つでも出すべきところなのに何も無し！税金泥棒と言われても仕方なし。
2309,231-9,ghn*****,"二階が五輪やると決まってるような
趣旨の発言をしていた。
やらないという人は根拠を示せという
ようなことまで言っていた。
この状況で、安全に開催できるという
根拠を示して欲しい。
今の自民党では、日本の未来は不安である。"
2310,231-10,sat*****,"サービス１つ１つに対して時短とかの措置をせずに、国民に対してもっと外出自粛を促してほしい。
そもそも緊急事態宣言出るほどにコロナが蔓延してたら、普通は飲み歩こうとかディズニー行こうとか思わないはず。"
2311,232-1,aki*****,"2週間、ロックダウン！
各世帯に30万支給！
インフラ関係すら停止！
思いきってそのくらいやってくれ"
2312,232-2,xxx*****,"麻生氏はもう、お家の家業で名誉会長職やって内需を盛り上げた方が良いと思うんだな…あとは、河野氏に任せて福岡からなんかあったときフォローしたげたらどうかな。

伊吹文明氏の派閥を乗っ取った二階はとっととやめろ。"
2313,232-3,shj*****,黒岩知事はテレビを通して懸命に一人一人外出控えて！と叫ぶ。神奈川県も満床に近い。この呼びかけは神奈川県だけでなく全国に発信。手を尽くした、後は皆の協力が必要だと。ワクチン接種まで我慢、キツいが増やさない事が喫緊。予算は無視して使うしかない。感染者は減る様子はないが症状が軽いなら検査はしないでおこう。
2314,232-4,tva*****,"国の危機です
政権交代しないと
だけど変わっても自民以下の政党しかないのも大問題
選挙だけでは解決できませんね
それを若い層にどう理解してもらうかが大事なんだけど方法が見つからないですね。無念"
2315,232-5,num*****,"1か月で抑えるエビデンスが
どこにもない。春節までの
やってます感が見え見え。
政府が見せない
8割おじさんのデータの方が
説得力あります。"
2316,232-6,goo*****,"高齢者の票を無くすのが一番
今の社会は若者が動かしている"
2317,232-7,・,"遅い、的外れ、整合性なし。

日本政治終わってる。ガス何やってんだ？"
2318,232-8,hir*****,じゃあ次は２月７日迄に北海道と大阪辺りで爆発的感染拡大でしょうか？やるなら日本全国で痛みを分け合うのがベストじゃないの？小出しが本当に好きね
2319,232-9,ufx*****,"人が動かなければウイルスも動かないのはわかっているのに、中途半端な時短要請だけでは無理。
余計に混んだり、自己中がいいようにしたら感染拡大抑え込める気がしないけど。
頑張って要請に応じる所、動かないでいる人、外出控える人などが、増えます様に。
テレビで見たけど、今日の夜8時に渋谷は人が多くて驚きました。

東京ど真ん中だけど、自分は不要不急の外出はしないで頑張ります。
自分の為、家族の為、誰かの為に。"
2320,232-10,st,"日本中、批判や文句しか言わずに何もしない野党が蔓延る…ワイドショーレベルな脳みそしかない馬鹿が毎日他人を罵ってストレス発散？
コロナで生きるか死ぬか大変な人達が居る中でも日本人は余裕で生ぬるい。嘆かわしい…
政府と一緒に国全体でコロナから脱出しようという気持ちは出ないのだろうか。"
2321,233-1,,"いい加減、意味のない緊急事態宣言をやめたらいいのに。
本当にこれが偏差値が高い人間が考えた対策なの？

日本、終わってるね。

てか、この対策って専門家、医者、役人はなんも知恵を出してないくせに、多分の考察で飲食店が一番感染の元だって言う予想、ほぼ言いがかりレベルの話しで神頼みレベルのクソ対策じゃん。

いい加減、ウィルスなんか根絶出来ないって認めろよ。
インフルエンザは根絶したんですか？
鳥インフルエンザは根絶したんですか？"
2322,233-2,ice*****,"結果が出てないのに「なぜ期限が決められてる」のでしょうか？
意気込み！お願い！！　なんなのでしょう？？？
まさか、春節の前まで・・・考え過ぎでしょうか？

西浦モデルが正確なら、悲惨な結果はすぐ出ます・・・
こんな内閣に「日本の運命」が決められてしまいます、選んだのは国民。
この人たちを無理やりでも動かすのは「内閣支持率を急落させる」です。

駅伝の応援に行った方は一割五分、未だに４割の方が支持とは。。。
既得権益に守られ、世の中が変わっては困る人が４割いらっしゃる。
自営業の方は自民党支持でしたよね、今回のコロナ対策で無策ぶりは理解されましたね？

まだ４割が支持。。。次の選挙も心配です。"
2323,233-3,yu*****,"もう老害は捨て去ろうよ
国民が今の思いを忘れてはダメ
次の選挙でしっかりと判断しましょう
それまではじっと耐えるしかない・・・・・"
2324,233-4,asu*****,細々やる前に金渡して全部やったら？
2325,233-5,ぽんぽこりん,"いまの政治は、二階を通すため、すべてすべての政策が一日遅れになってると感じる。
政府の政策の後手は、二階に責任があると思うし、更迭してほしい。
国民は、自民支持でも二階は許さない。"
2326,233-6,pyt*****,"愚策だ。こんなことしても感染縮小にはならないし、新たな廃業、失業を招き、自殺者はうなぎ上りに増加していくだろう。
感染を抑えるのではなく、重症患者をケア出来る医療資源の確保が急務なのに。
全国に350くらいしか無い感染症指定病院だけではそりゃ、医療崩壊するのは当たり前。
新型コロナを指定感染症の５類に分類すれば、感染者数（正しくは陽性者数）などどうでも良くなる。毎年、季節性インフルエンザに何百万人も感染しているが、それが記事になることは無い。感染者数などどうでも良い事だからだ。"
2327,233-7,Mas****,">　職場では「出勤者数の７割削減」を目指し、テレワークやローテーション
>勤務を推進。出勤する場合でも時差出勤や自転車通勤を推進する。

これ、政府も酷いけど
第２，３波並びにテレワーク要請が１００％来るのは分かっていたにも関わらず
「テレワークだと生産性が～」なんて言って
テレワークなんてポイッ　としてしまった
会社が酷く多いのにも日本社会の欠点を感じるよ

もっと被害が多い国の方が、テレワークへの切り替え・普及率は高くて
結果的に労働については影響が低く抑えられてるとこも多い

テレワークをただのテレビ会議への置き換えとしている会社は
根本的に間違ってるんだよ"
2328,233-8,zrp*****,"イベントやスポーツも無観客にしてほしい。
配信チケット購入して観れるものは、それだけでいいんじゃないですか？今は…
飲食の場が一番危ないというのは分かっているけど、経路不明が多くなっていることを考えたらそういうのに行くのもどうかと思うし、移動の交通機関や施設内でのトイレでの接触感染だってリスクはある。
本当にいつ、どこで感染するのかなんて分からない。同時に、ふだんの日常生活の中でももちろん、感染するかもしれない。
でも、もしも感染した時に、自分の行動で不要不急の外出があったかどうか？で全然違う。日常生活で予防しててもなってしまったら仕方ないけど、その不要不急の行動がまさに原因だったとしたら…責められるんじゃないでしょうか。そして自分自身もあの時行かなければよかった…と後悔すると思います。
そういう風に考えると、自ずと自身の行動を考えるようになると思います。
自分はそう考えて動いています。"
2329,233-9,uu*****,"どうすれば今の高齢政治家を辞めさせられるか、それは支援している高齢者を身内も含めて支援&投票させない事ですね。
解散にもっていけるとすれば、何十万人単位の凄まじい正当性があるデモ、革命なんだと思います。
それの中心になる人物が出てこない限り、老人による老人だけの政治は続いていきます。
ただそれだけ勢いも実力も兼ね備えた、社会人上がりの叩き上げの30、40代を有権者側から見る限り見当たらない。
その人を造り上げていくのが、今後の日本人の課題かと思います。"
2330,233-10,hij*****,"会話の禁止まだ？本気で抑える気あるの？
マスクしてても会話駄目だぞ。
マスクの性能や、装着の悪い人だらけだからな。"
2331,234-1,yql*****,"いまさらだけど、2009年337名が幸福実現党から立候補した時に戻して、総入替えしたい。
ちゃんと同じように紹介していたら第1党が取れたはず。"
2332,234-2,gnd*****,"百貨店を対象にした理由は何だろう？
売り場の接客ならマスクしてるし、レストランはテナントの飲食店として自粛対象の本丸になるわけだし何か裏がありそう。
時短営業で助成金をがっぽり供与するつもりなのかなあ？
まさか、大口献金先とか？
それとも、献金が不十分なので、この際、見せしめに締め上げるとか？

菅内閣は、根拠をあまり説明しないから国民は理解しにくい。
これも総合的俯瞰的に判断したものかなあ？"
2333,234-3,miy*****,"菅総理 二階 国会議員の方
ひとりで外食するなら問題ない
衣食住は人間の必須
大手外食チェーンさえ相次ぎ閉店（コロワイド ロイヤル等）小規模店も命取り
おおざっぱに一律時短しないで、細やかな条件で検討することが店舗を救います。"
2334,234-4,ter*****,"日本政府の統治能力の劣化が著しい。
もし中国軍が侵略してきたら1日で占領され降伏するだろう。"
2335,234-5,n_k*****,バカばっかり
2336,234-6,aoc*****,今だに〇〇の一つ覚えで、菅･二階が～とか会食が～とか言って輩に、冷静な国民は何と思うのでしょう。会食など、普通の国民なら誰でも三密守って会食しますよ。目くじら立てることではありません。それぞれのgotoで、ｸﾗｽﾀｰも起きてなかったし、感染もあまりありませんでした。それでも菅氏は11月の全国知事会の席上で、力強い停止要請を発表しました。しかし、知事会全員が大反対!!メディアはひた隠しにし、その後遅い遅いとウソの拡散。犯罪に匹敵します。東京のみの感染大爆発、誰の責任だと思いますか？物事、冷静に客観的に見ましょう。ここまできたら、根拠の批判など何の意味もありません。誰がやっても難しい舵取りです。真面目に取り組んでる政府･分科会に背を向けて、足並み乱してる場合ではありません！
2337,234-7,xam*****,"本来なら期間は未定。
なぜ１ヶ月かと言うと春節だから。
昨年も中華に忖度して武漢ウイルスの名前を変えたり武漢ウイルスの存在を認めなかったり。
ここは日本。日本の国益を考えてくれ。
中華への忖度は止めてくれ
二回も辞めてくれ。"
2338,234-8,psy*****,"コロナは夜行性か？
バカなのか？
会社とかにも普通に出勤
混んでる電車にも乗らなきゃいけない
飲みに行くやつは時間関係無く行くし
感染減る要素がどこにある？"
2339,234-9,chi*****,"時短の2時間で何が変わる？コロナは夜に活発になる？前の緊急事態宣言の時よりも状況が悪いのに甘いですね。　海外からは完全鎖国し、ロックダウン。給付金と学生はリモート授業
ネット環境も補助。
頼むよ政府。国民の話に耳傾けてよ。いいかげん️高須委員長が総理やってくださいよ。"
2340,234-10,uti*****,緊急事態宣言のはずなのに、政府がどうしていいのか分かってない宣言みたいになっちゃってる。感染者が爆増してるのに去年よりもゆるゆるの制限。もちろん経済も大事、それで生活が困窮してる人も多い。　のんきに会食してる場合じゃないし今が腕の見せ所なんじゃないのかい。　人に指示されてる総理なんか名ばかり総理じゃないか。
2341,235-1,yuk*****,コロナは午後8時前には感染しないんだね。。。
2342,235-2,vvs*****,"尾身さんの仰っている事がが全て正しいかと言うと必ずしもそうではないかも知れませんが、それを無視する様な対策をしてきた結果の緊急事態宣言では無いでしょうか？経済再生を優先した方が有権者の理解を得易いと判断した政府の失態の被害に遭うのは誰ですか？
約一年この感染症に付き合ってきて、医療従事者の負担ばかり増やして自分達の愚かさを認めない方々を選んだ国民への非礼を恥じるべきだと思います。
国民に会食は控えてと言いながら、参加なさっている首長さんの多々居る中、外出自粛要請と言われても聞く耳なんて有りません。"
2343,235-3,tcd*****,一番イイ方法は総理大臣も私たちが選挙投票で決められるようになれば？と思います。今は国会だけで総理大臣を決めている、それを私たち国民も参加出来るように総理大臣立候補選挙にすれば違うかな？と思います。お体ご自愛を。突然訪問失礼しました。
2344,235-4,tkc*****,百貨店の営業は20時までって、、、元々20時までではないのかね？？
2345,235-5,mcz*****,さて、これで何人が職を失うんだろうね。先日Yahooのアンケートで75%くらいが緊急事態宣言に賛成だったわけだ。職を失う人、残念だったね。君らは見殺しだ。
2346,235-6,annrytoyou,"緊急事態宣言を一部の県、都市で行っても、無症状の若者は移動して他の道や県に行くだけ。昨年４月に人が移動したのを政府は忘れたのか？年だな。
先ずは検査をしっかり行い、陰性なら動ける。陽性なら治療し、陰性となるまで療養。そこを確立して欲しい。町医者に検査を委ねて、検査施設に投資拡大を何故出来ない？
医師の不足は治療出来る医師が少ないから。若い医師がどんどん学ぶべき。専門医と唱う医師もコロナ治療を積極的に手技取得を進めて欲しい。発展途上国の医療者になってきたような感じだね。
政府の考えが間違っていたと思う。
冬に入る前に充分な時間が有ったのに、立皇嗣の例等別なことで時間を使い仕事をしていなかったのではないかな。あれだけ人がいるのに何故だ。ろくな人材が居ない。"
2347,235-7,ayu*****,和歌山三区の人は（二階幹事長の選挙区）肩身が狭い？
2348,235-8,yuki1991,"「飲食」「最小限」「対象を絞り」…が、規制対象が唐突にどんどん増加。この間まで忘年会を正当化し「今は緊急事態宣言を出す予定はない」と言ってていた方々が。。

制限の必要は感じるが、あまりに行き当たりばったり。
春も北海道や欧米で急増後に国内他地域も増えた。なぜ、秋に同様に増加した際に危機感を示さなかったのか？

自民は安倍氏辞任の際「もう収束するだろうから菅氏が首相で丁度いい」と考えたのか？

欧米より感染が（多分）少ないのは国民性もあるだろうが「運」だと思う。先進国（？）の中では最悪の対応。

国民の行動にも責任はあるが、
天災2割：政治を中心とした人災8割
だと思う。

あと、改めて都を中心とした地方自治体と国で小競り合いはとっとと辞めて欲しい、双方のアナウンスがちぐはぐだと市民同士でもっと揉めたり自粛警察大活躍の元。税金も余計に無駄にかかる。"
2349,235-9,ネ申々,石破茂さんに早く交代して欲しい。
2350,235-10,vxy*****,自民党は、党内革命をやってください。公明党は、下野すべきでしょう。ここから、ガラガラポンでしょうか。
2351,236-1,xyb*****,このやり方結局外出している人間減らせてねーじゃん！こりゃ意味ねーよ！アホか！
2352,236-2,nor*****,百貨店なんか、時短要請しなくても元からガラガラですよ。
2353,236-3,jen*****,自転車通勤推奨って、マジでいってんの？このフレーズだけで、無能さがわかる…。自転車通勤できる人たちが、満員電車に普段乗ってるとでも！？国会議員でクラスターでも起こらない限り、危機感がもてないのだろうか。ホント絶望的に悲しくなる…。
2354,236-4,Aha,１日2千円生活でいいと思う
2355,236-5,wor*****,"また後手の半端な事して、政府の言う事を聞く専門家会議とかいらないし？
数か月後にまた気が緩んで同じ事になると思わないのかな？長引けば、よっぽど経済に負担が掛かるって素人でもわかりますが？　もうすぐ1年ですよーその場しのぎのGOTOのせいで・・・感染酷くなると小池さんのせいにして、強制力無い事を知事にやらせて、うまく収まったら政府の手柄、感染拡大したら知事のせい。
素人か！　安倍政権時から、それで国民を騙せてると思ってるからやば過ぎ。
島国の利点をまったく生かせない無能な政府は、だれがやっても同じ。
いっその事、経営者の人が国を動かした方がいいのでは？
まず、国家試験すらないのに、政治家？？？数年経つと大先生になったつもりに。
少子化が更に進むわ！！"
2356,236-6,flo*****,何も学ばないんだね！終わった…
2357,236-7,my5*****,"強制力がない。その上で最善策を考え出してやっているんだから、ごちゃごちゃ言う前に出歩いてる人が出かけるのを踏みとどまることをしたらいい！
それだけだと思う。"
2358,236-8,tob*****,コロナより借金が怖いです。
2359,236-9,v40*****,"分厚い補償をしてください
１ヶ月ももちません"
2360,236-10,um,"中途半端なことしてると取り返しがつかない。
スーパーなど以外休業に。"
2361,237-1,azu,発令が少し遅かったきらいもあるが、苦渋の決断だったろう。イギリスのようにすべてロックダウンが必要だろうが、医療がいよいよとなれば、それもいずれはやぶさかではないだろう。未曾有の出来事だ。だれも政権を批判することはできない。
2362,237-2,sss*****,"補償を万全にして完全に休店させたら、そこで働く人は外をうろうろするだろう。
働かなくても収入があるのだから。
だから、ある程度の補償、ある程度の営業時間短縮。
本当は補償ありの完全封鎖が妥当なのだが法律が許さない。
国や政府を批判してもしょうがない、感染を拡大させているのは紛れもなく一般人。
しかも感染を軽く考えている類いの。
奴らは好き勝手な行動をし、自身が批判対象にならない(批判は他へ向く)様にしている。
感染対策意識が高い奴らを「自粛警察」と呼び非難しながら、自身が他者を感染させてしまう事を何とも思っていない。
もう一度いう。
国や政府を批判してもしょうがない、感染を拡大させているのは紛れもなく一般人。"
2363,237-3,zwb*****,こんなんで収束するとは思えない。
2364,237-4,wtr*****,"今、私達がしなけれはならない事は新型コロナウィルスの感染拡大を抑える為の行動。その後に私達が
しなければならない事は選挙で老害と無能の排除。政治家を選ぶ事の重要さを今の政治家達は国民に教えてくれている。"
2365,237-5,dee*****,"自民党　公明党　ダメだな

給付金どうした"
2366,237-6,uru*****,"食うでたー起きてる違法なアメリカ大統領選

空でたー起きてもいいくらいな日本の政治

何なんだろうね。"
2367,237-7,jaz*****,"午後8時の根拠はなんだ？
言いたいことは酒飲み店をターゲットにしたかったのでは？それが突然、他業種まで拡大とは、相変わらず政府に戦略が全くない事の証明だわ。
GOTOに罪はないからやめない、旅先での飲食が問題だと言ってた自民の馬鹿。
春以降の猶予の間検査拡充も医療体制整備も法的対策も何もしてこなかった不作為馬鹿政府はオリンピックだけはやるやると吠えてる。
その無策不作為の為に何人死んだのだ！"
2368,237-8,saw*****,政府を批判ばかりしてもどうかと思う。市中で例えばカフェと言われている場所でご婦人たちがマスク外してべちゃくちゃ。若者が鼻マスクでPC開いて大きな声で仕事してます。席も密。せめて店が注意できるようにすればいい。それで逆ギレ客はそれを周囲に見せればいい。本当に飛沫気持ち悪い。
2369,237-9,......,学校は？会社は？
2370,237-10,go,"菅さん、総理大臣だろ？
国民の信頼より、たったひとりの年寄りが怖いのか？"
2371,238-1,xmh*****,何故、毎回毎回、飲食店が時短なんですが？
2372,238-2,nor*****,"時短とか
ただひたすら庶民の生活破滅させるだけ
コロナの名の下に
この国終わらせたいの？"
2373,238-3,bok*****,1年間外出禁止にしよう！
2374,238-4,dor*****,国会議員は医師会の犬か。根本は医師会が献金しまくって医学部の新設を阻止して、医者を増やさず放っておいたことでしょ。
2375,238-5,aww*****,頭おかしい
2376,238-6,jap*****,"ここまでコロナが蔓延したのは完全に菅と二階のせい！

菅と二階のツケを国民が払う異常事態！

菅と二階のバカさえいなければ。。。"
2377,238-7,ms*****,"二階がいなければ違う結果になったのかな？

菅さんは期待していたが、官房長官が精一杯（勿論、働きは評価してます）

政権交代しても、利権はあるだろうし
使えない国会議員たちを下ろすために、国民が動かないといけないね。
1回の投票だけでは何とかならないけど、ボディーブローのように打ち続けるしかない。

香港の人たちも、それくらいの行動が伴ってましたね。
民主主義の日本、扇動ではないけど若者・ニューリーダーの登場が待たれる。"
2378,238-8,次はシンシモノセキ,スガピー、頑張って！
2379,238-9,ka9*****,なんだかんだ安倍ちゃんの方が良かったな・・・
2380,238-10,lpk*****,首相は、国民が決めたい。
2381,239-1,wil*****,時短しても店開けてりゃ人くるから、集まるから意味ないよ？何なの緊急事態って？意味わかる？二fは消えろ！
2382,239-2,kin*****,まるで中国の春節に合わせたような期限ですね。
2383,239-3,blu*****,"投票に行くべきなのは勿論その通り
だと思います。
しかしながら、投票したいと思わせる
国会議員が果たして国内に何人いるのだろうか…
無給でも国民生活をしっかり守りたいという
熱意と情熱に溢れる人間が本来議員になるべき
と思うのは私だけでしょうか？
必死さが伝わるのは選挙の時だけ…
とイヤでも感じぜずにはいられません。"
2384,239-4,set*****,コロナで死ぬか、高齢者の逆走＆暴走運転で死ぬか、どっちがいい？
2385,239-5,kei*****,"生活の保証もないのに破産が目の前にあるのに強制ですか？？？
アホなの？"
2386,239-6,kam*****,"首都圏からの無駄な出張もやめてほしい！
当然、首都圏への出張も。
どう考えても第二波は東京から地方にウイルスがばら撒かれた。
第三波は政府が感染爆発を推進した結果だ。
人災以外の何ものでもない。"
2387,239-7,dnn*****,イジメもいいとこだな！やべー政府だ　後出しのくせに　何が国民の命を守るだ　反対側いる事忘れんなよな！　路頭に迷って命を絶つ人達がいる事を！！
2388,239-8,？？,今まで渋っていた宣言も協力金も国民に寄り添ったように見せてるけど、春節前に少しでも感染抑制していることを見せつけたいからなのか。なるほどやっぱり国民の健康はさておきの経済優先国家。
2389,239-9,wis*****,"あれ？塾もダメなんですかね？
学校は、通常授業なのに。
そもそも、塾よりも学校の方が明らかに密になっていますよね？
言ってる事が矛盾ばかりで、呆れますね。"
2390,239-10,tai*****,国会議員は時短要請の対象外だから、この際死ぬ気で働いて。
2391,240-1,nxo*****,中国のお正月の日に合わせてんのんちがうんか！
2392,240-2,ber*****,"期間は２月７日まで、よりも
いつから始まるのかハッキリしてほしい。"
2393,240-3,sha*****,"また春節を狙ってますか？
国民1億数千万の命より、利権が大事ですか？"
2394,240-4,che*****,コロナ対策しているジムは対象から外してほしい。在宅勤務で運動不足だと身体に悪い。自宅トレーニングではできない筋トレがあるし。マスクしない風呂では会話禁止だけど守らない奴がいるから、風呂なしでも良いんだが。。。
2395,240-5,dte*****,前回より遥かに感染数が増えて、季節的にも厳しいのに、ずっと甘い緊急事態宣言で抑え込めるはずがない。クリスマス前後の人出見ていても、年末年始に感染数が増えると普通思うんだけど。そろそろGOTO停止の効果は出てくるのかしら。何の基準も設定しないで、何故1ヶ月と決めるのか。説明すら出来ない政治家は本当に必要無い。税金返して。
2396,240-6,tal*****,時短要請に従わない場合は店名公表するという事なので公表された店があったらみんなでその店を助けてあげませんか？
2397,240-7,da_*****,"なんか全て政治の責任にしてるけど、違う気が。
感染拡大してるのは、国民一人一人の行動の結果。集まるな、密を避けろ、いつも一緒の人とだけで…などなど国はしっかり発信していた。
もちろん、海外からの流入を緩めたのは国の責任だか、それ以外は違うと思う。"
2398,240-8,dt2*****,"何が何でも春節（旧正月）の2月12日までに終わらせるつもりですね
国民の命より中国人に媚びを売ることを重視する政府など、もはや不要です
民主党の方がよっぽどマシでした"
2399,240-9,カニスファミリアス,"猿の惑星ライジングかよ～。

たっぷりの時間と軍事費に数兆円使える財政が有って、今まで何をしていたのか??

既に起きてしまった医療崩壊は、コロナ対策最大の課題だったはず!

予期できた事態に知らん振り? なにが難しく、困難だったのか是非とも知りたい!!

如何にしたら自らの私腹を最大限肥やせるか?

守銭奴の拝金主義者達は、その方法をずーと考えてたのかね??"
2400,240-10,kaz*****,"２０時にみんな帰って、満員電車で緊急事態では？

居酒屋が早く締まるから、早めに仕事終わって早めに居酒屋で飲みましょうですか？

集中させてどうする？

全集中だ！！！！！
全集中！
総理が言ってた、全集中。この事か。"
2401,241-1,bobb*****,"一ヶ月やっても焼け石に水でしょ。
パフォーマンスで緊急事態宣言やるつもりなのが丸わかり。"
2402,241-2,hir*****,無策、駄作
