,number,日付,ユーザー名,コメント
893,90-3,36分前,bigc*****,小池さんが一番ちゃんと市民に伝えてるなぁ。大阪なんか不要不急の外出は控えてくださいとわけのわからないことを言っている。いっそ出るなといえばいいのにさ
894,90-4,36分前,mac*****,その三人って亡くなったのか？離脱したのか？
895,90-5,36分前,Ｒ＆,"最悪のタイミングでＧＯＴＯが止まったように、
最悪のタイミングでオリンピックが中止になる気がする。"
896,90-6,36分前,may*****,過去最多！何日続けて何百人以上！累計何万人！って意味ない言葉を垂れ流すの好きだよね。そういう報道大好きなおバカさんがたくさんいるからだろうな。
897,90-7,35分前,ger*****,"小池と菅の様な右翼対立も結局コロナ醜くなればそれどころじゃなくなるだろ
こうなる事恐れていたから玉川さんも国民の命優先のコロナ対策優先に考えろって怒ってたんだよ、こいつらに再当選はもうねえよ"
898,90-8,35分前,kaq*****,"菅総理はこの事態をどう乗り越えようとするのか疑問です。
危機感、必死感が全く伝わってこない。
メモ見ず自分の言葉でこの国難に対しての思いを伝えるべきです。
それが出来ないなら、総理失格です。
各大臣も総理に遠慮して、奥歯に物が挟まったような言い訳は止めて、危機感をもって話して欲しい。"
899,90-9,35分前,tow*****,重症はこれから増えるからね…
900,90-10,35分前,fs_*****,小池都知事には感染者数や重症者数がいくつになったら緊急事態宣言、ロックダウンを得意のプラカードで表示してほしいものだ。
901,91-1,35分前,api*****,数字はあてにならん
902,91-2,35分前,yos*****,政治家、公務員のコロナに関する認識が甘い。こういう奴らがコロナ対策にあたっても意味ない。その結果、今の状況。
903,91-3,35分前,hxm*****,菅にはもう日本を守る気など無いのですね
904,91-4,35分前,koy*****,毎日記録更新お疲れ様来週も期待してますよ都民のみなさま全員感染するまでがんばってください病原菌の巣みたいなところコロナ開けても絶対行きたくないし都民と聞いただけで差別しますから覚悟してください
905,91-5,34分前,nfh*****,"都内は気持ち程度は人出が減ったような・・・
まぁー場所によるとは思いますが
夜になるとって感じですかね
都内は何処に居ても感染源はありそうですが
仕事だし嫌とは言えないよなぁ
ソーシャルディスタンスは守って気をつけるしかないが
レジでも何でも気がつくと真後ろに寄ってくる年配者には
ホント困る"
906,91-6,34分前,big*****,"医療崩壊やひっ迫と叫ばれてるのに頑張ってガシガシ増やしてるね。
札幌はもっと寒くなるなか減少に転じてるのに東京能天気。
映画のタイトルみたいになった。"
907,91-7,34分前,nou*****,"月曜日過去最多に怯えよ！
よう数えたのう。"
908,91-8,34分前,tgh*****,死亡者はゼロって事かな。
909,91-9,34分前,wso*****,亡くなる人の８割が軽症中等症なのに重症者の人数知りたいとは思いません!それより!軽症中等症が何人亡くなったのか発表した方がみんな気を止める!
910,91-10,34分前,gxy*****,"変異種も発生かぁ・・・
残念だけどこれでオリンピック開催も厳しくなった！"
911,92-1,34分前,con*****,"変異ウイルス歓迎！
成田、東京、関西、名古屋、福岡空港。

こんな対策を考えたバカな日本政府。どうかしているぞ。"
912,92-2,33分前,ting5000,１００人で大騒ぎしてた時が懐かしいくらいだわ。なあガースーさん。
913,92-3,33分前,mgb*****,東京の人間がコロナになり後遺症でハゲ散らしたらアデランス儲かるな
914,92-4,33分前,mej*****,既に入国してたのか。政策がぶれやすいな。不要不急は潰して（援助はするが）でも取り組まなければ勝ち目はない。武漢方式だ。
915,92-5,33分前,da***,"先週木曜日の1日822人と比べてしまうと少なく思えるけど、休日明けの月曜としては最多の人数。

毎日・毎週このペースだと、自宅・宿泊療養の無症状・軽症者の人は8000人近く、更に濃厚接触者と判定された人はこの倍くらいはいそうだけど…皆さん大人しくされてるんでしょうか？

更に加えて、数字に出て来ない相当数の無症状感染者が町中を闊歩してるはずで…

ここまで感染者が増えると、完全防備の病院内でも専門の医師・看護師が感染してしまうのに、素人のマスク・手洗いで感染が防げるはずがないと思うのは自分だけでしょうか？"
916,92-6,33分前,kita*****,"小池知事は『重症者』を増やさない事ばかり強調しすぎた
若者は重症化しないから動き回って感染者を増やした

昨日、人口10万人あたり週間３０人まで拡大してしまった
ここからは、病院や老人施設で大規模クラスターが連続発生し
多くの人が亡くなるステージに入った。

東京だけでなく、埼玉・千葉・神奈川も激増中で数日以内で
週間10万人あたり３０人を超えて、東京と同様になるだろう。"
917,92-7,33分前,kot*****,PCR＝陽性＝感染ではないと言っていましたが･･･実際どれが本当なんでしょうか？身近にコロナ感染者がいません。（東京在住）
918,92-8,33分前,fett,"月曜日は検査数が少ないから、とか言うけどさぁ。
800人から比べたらめっちゃ減ってるじゃん。
月曜日で過去最多とか、なんとかして増加してるイメージを持たせたいんだな。
「減ってるからこの調子でみんな頑張ろう！」って書けよ。"
919,92-9,33分前,oir******,"年末から正月に掛けて、今年は病院も休みが長いと聞いているので、コロナに感染すると、重症者や死ぬ人も多く出るような予感がする。
ヨーロッパではコロナウィルスが変異して感染力が強くなったらしいので、正月は寝正月に決めるのが最善の手段だろう。
ワクチンを早く承認して世に出してほしいが、日本政府は世界が動いてから３周遅れで承認するところがあるので、歯がゆい政府だといつも思う。
ガースー総理はGoTo永久停止にして、コロナ対策にヤル気を見せろよガースー。"
920,92-10,32分前,j10*****,"多分、マスコミも記事もシフトしてるんだと思う。
海外からの持ち込みが原因なんだと思う。"
921,93-1,33分前,wsp*****,東京一局集中してコロナ感染者数も東京一局集中。
922,93-2,32分前,ter*****,"北半球が冬になってコロナが蔓延しているのだから、政府やGOTOのせいにしても無意味。
感染しても重症化しないように今からでも健康的な生活習慣を送るか、感染しないように自己隔離するしかない。"
923,93-3,32分前,人類滅亡こそ永遠の世界平和,減ったのに「月曜では最多」とか書きたてて、最多ムードを煽る意図を感じる。
924,93-4,32分前,cya*****,"三原市の介護職女性は、ウイルスを職場に持ち込まないよう行動の自粛を徹底してきたという。「私たちがしんどい思いをしているのに税金で旅するなんて、と不満がたまっていた」

という記事を読んだ。国民の一人として胸が苦しくなった。こういう思いをしている人が沢山いることを決して忘れてはいけないと思うし、目を背けてもいけないと思う。"
925,93-5,32分前,hay*****,このくらいの数だと一瞬少なくなったと勘違いします
926,93-6,32分前,min*****,"直近２日間は減少してる
どうやらピークを過ぎたようで、すこし安心するね"
927,93-7,32分前,アングリー庶民,"政府の下手な運転（ブレーキとアクセル）で店が「これ以上時短要請には応えられない」というのは理解できます。
ただ、街を歩いている若者が「もういいと思って」「コロナはもう普通だし」「罰金も強制力もないから」と平気で宣わっているのを聞くと、暗澹たる気持ちになります。ここに変異ウィルスが来たら。結果は明白ですね。"
928,93-8,32分前,n19*****,"先人を切って都民なりに身体を張って伝えることが知事の仕事と思うが、最近小池知事の発表を聞いていると、熱意で都民に伝えるというより、私は住むところが違うのよ、私は知識があるのよ等と聞こえて来る。もっと他国のメルケル首相のように説得出来ないかと思う。
小池知事の話を聞けば私の体感が拒否しだした。"
929,93-9,32分前,5210,入国を止めない菅と自民党は反日左翼で国賊。
930,93-10,31分前,tak*****,メディアは何かにつけて「最多」とか「最高」とか枕をつけたいらしい。その為に月曜日では最多とか、変なデータの拾い方してるとしか思えない。その報道の仕方こそ、危機感を感じないんだよ。耳目を集める事しか頭にない報道で悪戯に不安を煽るしか脳がない様だ。
931,94-1,31分前,,"日本の不動産を外国投資家のNET売買で盛んに行われているという報道がなされたのは随分以前のことです。
コロナ感染による入国規制で写真でしか物件を確認出来ない状態が続いていたにも拘らず、規制緩和となると直接確かめることが出来るようになります。
これまでも中国資産による買取りが続けられていましたし、コロナウィルスの影響で経営がたちいかなくなり倒産する企業も増えその中からより良い物件を実際に確認した上で買取りすることも可能になってしまいます。
外国からのウィルスの持ち込みのみならずこのような危険性があることも見極めた上で規制緩和を行うべきです。"
932,94-2,31分前,日本晴れ,"goto止めたらしいな

次は、deathtoマスゴミ"
933,94-3,31分前,qqv*****,このまま感染者が増えて、どうやってオリンピックを開催するのか、その方法を見てみたい！　おそらく、戦後みたいにあちこちにコロナ感染者の遺体が転がる風景が目に浮かぶ。ワクチンは万能では無い！確かに、オリンピック中止の白旗を上げるのは簡単だ。菅総理は、いつまで持つのか楽しみです。
934,94-4,31分前,may*****,いつも思うのですが感染者の国籍も開示して欲しい。
935,94-5,30分前,cyb*****,年末に消防団の夜警備が始まります！末端の集まりですが止めていただきたい！地方の田舎にも問題があります！皆さん気を付けて下さい。
936,94-6,30分前,hwc*****,都も国も自粛お願いなのだから、たくさん稼ぎましょう。
937,94-7,30分前,tur*****,減ったんだからもう東京は大丈夫だねマスコミさん
938,94-8,30分前,jet*****,"春節が2月にやってきますが、中国ではワクチン接種を開始したらしいです。
ここからは想像なんですが…もしかして、ワクチン打ったから大丈夫、と中国の方大挙して来ませんか…外資目当てに日本政府もウェルカムしそうな気が…で、陽性になったら手厚く病院でしょうか。
誰のための日本、誰のための税金。腹が立つ。"
939,94-9,29分前,at9*****,"ほとんど自粛していないし、減るわけがないでしょう？

もちろん政府も対策を行うべきなのですけれども、それ以上に自分がコロナにかかっていて菌をまき散らす存在だと思って、他の人にうつさないことを念頭に行動すべきです。

政府が何かをしないから、ではなく、政府に言われなくても、やるべきこと、例えばうがい手洗いマスク、不要不急の外出を避けるといった基本的なことをすべきです。"
940,94-10,29分前,cyz*****,コロナ感染で初めて迎える本格的な冬場に対して政府を含めて各都市の対応が動きが緩い。冬場は未経験なんだから今までの延長対応では乗り切れないと思います。そこん所が判って無いね。
941,95-1,29分前,,"今感染したら、年末年始に発症とか？
万が一の時は病院も受けいれれなかったら…と思うと、怖いです。
昔、お盆で小児科が休みだった時に、新生児だった我が子が風邪ひいて、当番院だった評判の悪い小児科に連れていきましたが、大丈夫と言われましたが、お盆明けて、いつもの小児科に連れて行ったら救急車呼ばれて大きな病院で即入院しないといけない状態でした。
なので、お盆やお正月はただでさえ、医療体制もいつもと違うので、なお怖いと思ってしまいます。しっかり、感染対策して病院にお世話にならないようにしたい。"
942,95-2,28分前,xpm*****,"未だに標語みたいなことを言い、大した対策もしようとせず、医療者に手紙を書くよう、子どもに押し付ける。
東京の感染者がこんなに増えたのは、都知事の責任が大きいと思う。"
943,95-3,28分前,mxn*****,4-5月のようなガラガラの電車でもないので感染者が減るはずがない。東京だけgoto中止にしても横浜に人が流れてることがよくない。かと言ってホテルも料金上げすぎ
944,95-4,28分前,kan*****,なにかにつけての過去最多とか、もう要らなくないですか？
945,95-5,28分前,ss_*****,クリスマスは家でチキンを食べようと思うのだが、ファミチキとケンタッキーどっちがいいかな？
946,95-6,28分前,blu*****,"「過去最多」
「〇日連続で過去最多」
「〇日ぶりで過去最多」
「過去２番目」
と色々あって、こんどは「月曜日では過去最多」かい。

マスコミはセンセーショナルな文言を発することばかり考えて
本質的な注意喚起と改善意欲に繋がる情報を出そうとしない。
例えば民間の検査機関があちこちで開業したけれど、そこでの
検査件数に対する陽性率とか、開示はされないにしても
ちゃんと取材ぐらいはしてるんだろうか？
問い合わせても回答は貰えなかった、というだけでも、こんな
煽り文句だけの記事よりずっと有益なんだがなあ。"
947,95-7,27分前,gqc*****,"毎日毎日感染数が過去最高だの何だのと言ってももはや若い人には全然響かない。

重症化率や致死率（関連死ではなく直接の）などを年代や基礎疾患の有無を含めて明確に示し、他の感染症と比較して新型コロナはこういう理由で怖いのです、と言わないと。
後遺症も個別の症例ではなくて、割合や症状もはっきりと因果関係を明確にした上で示さないと。

医療崩壊が懸念されると言っても、なぜ指定感染症から外せないかを報道して。

それをしないで、無症状や軽症を含む陽性者を毎日報道しても危機感など伝わらない。

かくいう私も、新型コロナが他の感染症に比べて何が怖いのか未だに分からない。

もし感染したら仕事に影響出たり、子供の学校生活に影響を与えたり、ウイルスの怖さじゃない他の要因の方が怖い。"
948,95-8,27分前,yos*****,相変わらず外国からの入国について、やめて〜ってヒステリック言う方が多いですね。何も無条件で入国させてるわけでもないし、海外から菌が持ち込まれてる証拠もないのにヒステリックになる理由がわかりません。あまり妄想だけで外国の方を非難するのはどうかと思いますよ。まずはマスクなしの室内での会話をする日本人に対して厳しくしましょう。
949,95-9,26分前,fsk*****,"クリスマス、年末年始セール、謝恩セール、夜はイルミ…皆様、どうぞ密になってくださいと言わんばかりに都内、都心が最も多い。
営業時間短縮？　してないよ。
誰も自粛してない！
大阪は知事本人が表に出て、時短要請してるが、東京は標語フィリップだけ。
政府も大人数会食、はしごでもマスクしてりゃあOKと言い出した。
馬鹿馬鹿しくなってきた。"
950,95-10,26分前,auw*****,goto関係ないところで増えてるし、
951,96-1,26分前,,"クリスマス、冬休み、年末年始と一年で一番のイベントオンパレード時期。
東京にいる人がどう行動するかで、来年初頭が決まる。経済と感染者数。
頭脳明晰な人、なんか良い策はないのでしょうかね？"
952,96-2,26分前,^_^,"医療従事者です。
年末年始受け入れ先見つからないと思います。
もう打ち手がありませんが…
皆さま、ほんとうにご注意ください。"
953,96-3,26分前,him*****,全て一貫性が無く、そんな政府や都のお願いとか国民が聞く耳持つ訳なきやろ。
954,96-4,26分前,jjf*****,"とりあえずはよ東京封鎖してくれ


1000万人以上おるんやぞ"
955,96-5,26分前,aio*****,法務省が反対したのに官房長官時代、菅は安倍と組んで、中国や東南アジアからのビザなし入国をガンガン推進したからね。そして外国人が一気に増えた。裏で某国関連やスポンサー企業から金でも貰ってるんじゃないか？と疑ってしまう位の売国奴っぷりでした。共産党が可愛くみえるくらいでした。あ今もですけどね。
956,96-6,26分前,soh*****,政府は本気でコロナ対策をしようなどとは思ってない。人との接触を減らすことをしないと観感染拡大は防げない。go toをやめても意味がない感じがする。結局効果があるのは緊急事態宣言のみ。
957,96-7,26分前,zzv*****,"未だに医療従事者に対して感謝しか発信できない始末、挙げ句にそれを小学生に手紙で発信させる始末。
一体、日本はどーなってるのか…
海外には、未だに「祟り」だの「陰謀」だの信じられない思想があるようだが、日本もさほど変わらない。"
958,96-8,26分前,tnb*****,"ライブ会見で感謝の気持ちを込めて医療関係者に手紙？年賀状？を書くよう求めていたけど、そんなことをやりたくもない子供達に強制して何になる？
それよか自粛しろと言っても聞かない、大学生や社会人に反省文書かせた方がよっぽど効果があると思う。小池、視点を変えろ。"
959,96-9,25分前,bss*****,"小池都知事は都民に向けて年末年始の過ごし方や要請をしていましたね。
ところで一国のリーダーからは何もないのか？
別に難しいことではないし、一国のリーダーでなくても少し考えれば分かること。
まさか次の会見は「新年明けましておめでとうございます。」ではないだろう。"
960,96-10,25分前,kag*****,"世界が不安の最中たから
とうすることもできないのだろうが
不安が不安をよびまた思考停止に向かっている。

そもそもウィルスを封じ込めるのは
不可能に近い。
今考えられる対策なら昔の人間もやってるし
勝ててない。
それでもやれる限りやらなきゃ行けない時はあるだろが、日本人アジアにとって
コロナはそこまで危険か？
インフルはワクチン、薬もあるが、
致死率はコロナ以上という数字もある。

ではどうするべきか。
コロナ不安を取り除く努力を
政治家、メディア、専門家しないといけない。

不安を探しほじるのは簡単だが、
蟻地獄です。
最後は死にますよ。"
961,97-1,24分前,,"今年は初詣もオンライン初詣にしたほうがいいと思う。
ホテルや飲食店、商店が大打撃を受けているのにお寺や神社だけ丸儲けじゃおかしいだろう。"
962,97-2,24分前,oln*****,結局テレ朝で玉川さんが発言していた通りになりましたね、菅も小池も擦り付けしている事より感染広がる前に国民の命優先しろって怒られてたでしょ。オリンピック関連では仲が宜しいようですが他人の命より派閥争いが大事な様でしたね
963,97-3,24分前,＊＊＊＊k,曜日ごとの感染者数の推移が前週と比べて毎週まったく同じ比率なのが不思議。休診などの日が曜日であるのは分かるけどここまでずっと比率が一緒というのはやはり不思議。
964,97-4,24分前,lef*****,入国禁止しないとヤバいぞ。
965,97-5,23分前,kar*****,"もう何人感染とかいらない。
経済にシフトするべき、コロナは老人を殺すが不況は若者、子供の未来を殺す。
政府も潔く泥を被るべき。"
966,97-6,23分前,ahq*****,コロナ位で喚くなよなw
967,97-7,23分前,goo*****,"先週末のイオンモールは混雑してました。
ボーナス支給され、20日は5%OFFだし。
もう政府の呼びかけには、何も心に響かない。"
968,97-8,23分前,yas*****,"全国の自殺者数も判明しているだけで毎月2,000人弱（警視庁HP）で推移していますなね。
自殺についての報道は、自殺を悩んでいる人を後押しするケースがあるのでメディアでは取り上げられませんが、経済へのダメージも相当で低迷した経済を立て直すには数年〜数十年かかる。
どこの国も成功していないが、感染対策と経済維持の両立を望む。
国民一人一人が色々な立場の人のことを考えて行動する必要がありますね。
早く終息しますように。"
969,97-9,23分前,iho*****,政府はイギリスで発生した変異種をまた対岸の火事で見ているのか。1年前と何も変わってねーなこいつら。
970,97-10,23分前,*****no,"木曜とか金曜の感染者数が怖いね
検査数が増えたからと言ってる方もいるけど、そんな問題じゃない"
971,98-1,23分前,yos*****,僕もコロナウイルスかもしれない
972,98-2,23分前,pon*****,"そろそろ花粉症の時期に入って、みんな鼻水出てくるから、検査数増えるだろうなあ。
2月あたりに来年一つ目の壁が出現すると思う。"
973,98-3,22分前,匿名,"政府の対応に、ほとほと失望しました。
なんで、呑気にしてるの？
海外からの入国をストップする時でしょ！
何でしないの？
ヨーロッパの変異したウィルスが入ったら、もう絶対に許さない！"
974,98-4,22分前,oko*****,"どんなに感染を抑え込んだと自負しても、どんなに移動制限をしても、
それはほんの一時的なものだということを国民は認識すべき。
人は生活するために移動しなければならない。会社、役所、スーパー、駅、
そこに行かなければならない理由があり、移動すれば感染する。だから
ウイルスを受け入れた上で、最大限できる限りの経済活動をする。それが
唯一の方法だ。やれGO TO停止しろ、やれオリンピック中止しろと叫んでる
バカな連中は目の前のことしか見えていない。何度でも言うが、
一時的なことに目くじらをたてるな。"
975,98-5,22分前,1月20日トランプ再当選大統領就任決定,そんなに感染者が多いのだったら　東京都の人間にだけ全員にアビガンを配布したら？アビガンは予防にもなるのだから。
976,98-6,21分前,bft*****,"市販のpcr検査、高い…
確かじゃないし、陽性だとしても、無症状だとまた実費で病院で検査するんですよね…2重払いで、低所得には買いたくない検査。"
977,98-7,21分前,k*****,何としてでも最多って言いたいんですね笑
978,98-8,20分前,shi*****,"東京都病院協会のメッセージを、どのように受け止めるのか…
私は、メッセージの通りに、強い規制を敷くべきくと思いますが。"
979,98-9,20分前,ajpjtmwjgt,日本人以外は何人？
980,98-10,20分前,はなび913,とりあえず鎖国。沖縄は米兵の出入りを止めないといつまでも予防出来ない。しかし東京など人出が増えていくのにはどうしようも無いのかな？
981,99-1,20分前,sea*****,"コロナ変異種感染拡大でEUではイギリスからの航空機の入港を拒否する国も出て来た。
日本も入国緩和を見直すべきだ。"
982,99-2,20分前,tat*****,う~ﾝ 小池都知事の臨時会見が ぜんぜん説得力のない素人でも言えるコトばかりで 指導者権力者としてのハッキリとした“指示”をしないと！！ ……責任とりたくない的お願いしますコール
983,99-3,20分前,pt_*****,現在の内閣(プラス茶坊主と化した官僚)を総辞職させて、与野党、民間から人材を厳選した防疫に特化した臨時政権を作らないと、本当にこの国は滅ぶでしょう。
984,99-4,20分前,ybt*****,"兵庫県在住です。
こんな大変な時期に子供が通う高校では、来月関東への修学旅行が中止にならず困っています。学校へ問い合わせても行く方向で考えていますとの事で 子供が行かなかったとしても他の生徒が参加した場合 感染は防げないと思うのですが、何故未だに中止に出来ないのか本当に疑問です"
985,99-5,19分前,mbw*****,"イギリスでは、武漢ウイルス変異種が猛威を奮っている。日本は、緊急事態宣言解除後の外国人渡航緩和。相変わらずの道徳の先生の様なお願いを発するだけの政府や首長達。
ロックダウン等の具体的対策は、延々に無いのだろうか。責任を負えないから決断できないのか。最初から責任感が無いのか。喉元過ぎれば熱さを忘れると考えているのか。"
986,99-6,19分前,国民の為の政治を望む,"重傷者はずっと変わってませんが？
印象操作やめてください。"
987,99-7,18分前,wum*****,"西村の国政go-toと、小池や黒岩を始めとする各県の独自go-toでコロナの鎮静化は既に壊滅状態。
西村！ 責任どう取る？"
988,99-8,18分前,june,"クリスマスイルミネーション、クリスマスイベントで屋台を出し集客。
それをまたマスコミが取材して放送し、さらに人が集まる。
感染者が増えて当たり前ƪ(˘⌣˘)ʃ"
989,99-9,18分前,srp*****,"何やってるだね！
馬鹿野郎か！
普通ではうつらない！
何か？外因が有ると特に冬場は多くなる。
インフルエンザの一種で進化してものですから、感染した人を過去を、追跡調査すべきでしょう！そこから共通する事がある筈！
又、潜在感染者が居る。居合わせた。調べる方法を考えるべき！いつまでもイタチごっこだろうね！馬鹿め！能無し知事は早く辞めよ！"
990,99-10,17分前,kou*****,"倍々ゲームじゃあるまいし、人命より、尊いものはないんだから、ロックダウンするべきです。gotoに湯水の如く、使う金あるんなら、休業補償してでも、やるべきじゃないんかなぁ。
気づいたときには、既に遅しとならないためにも。今からでもやらないよりはよいのでは。"
991,100-1,17分前,bur*****,今週中頃には4桁の最多更新、これへの前振りな気がしてならない。
992,100-2,17分前,kim*****,"年末年始、外国人入国緩和で大感染だな。
小池さんの生温いメッセージ、緊迫感がまるでない。最悪な2021年の幕開けかな。"
993,100-3,17分前,puw*****,東京都のコロナサイトを閲覧しても、重症者が3名減った内訳がわからない。減少原因が死亡か退院かで、こちらの受ける印象も違ってくる。
994,100-4,17分前,bjq*****,「重症者3人減った」 って、亡くなったわけでしょ？ 小池さん。
995,100-5,17分前,wc3*****,東京は二階の犬、菅と小池の擦り付けで対応遅れに遅れたのも痛いね
996,100-6,17分前,fla*****,感染力のない陽性者を上げて「今日は〇〇人」はおかしい。指定を見直すことである程度整理を行うことができる。でないとアメリカ、ロシアのようにコロナ以外の死者数が確実に増えます。自殺者もこの11か月で19000人を超えています。重症者に特化したらよう。ただ指定感染症になっている縛りとCT値の基準ですべてが逼迫している。PCRの問題点もそのままになっています。これではだれも救えないですよ。煽りと差別と鬱の副作用のほうが大きいです。
997,100-7,17分前,庶民,"＊＊「重症者が減った」＊＊、
人工呼吸器が不要ななるほど回復されたのか
残念ながら治療の甲斐なくお亡くなりになったのか。
そこまで書いてくれ。"
998,100-8,17分前,mar*****,400人以下は800越えて少なくなったと感じるんやろなあー^_^
999,100-9,17分前,umi*****,これから世の中どうなっていくんだろ…ワクチンがあるとして…世の中は元に戻るのかな。コロナで大きく変わってしまい人と付き合いも無くなった。天涯孤独の人はより孤独との戦いになってしまう。
1000,100-10,17分前,set*****,"何人何人ってニュースにしてる暇あったら
何か対策しろや　パチンコ休業にするとか
交通機関休業とか"
1001,101-1,,,政府の責任は重大。けど政府だけの責任でしょうかね。
1002,101-2,17分前,dai*****,ハゲは日本をダメにするな。
1003,101-3,17分前,bas*****,減ったじゃん！と思った自分が悲しい。
1004,101-4,16分前,jik*****,非常に分かりにくい見出しです。新規感染者数と並列で重症者数を書いているので新規の重症者数と思ってしまいました。
1005,101-5,16分前,sho*****,"感染者数の発表なんて意味ないんだから、数字遊びはやめましょうよ。

392人が感染したのなら、そのうち無症状者数と重症者数はそれぞれ何人かを併せて 発表（報道）しましょうよ。

また、現状63人が重症者であるなら、その年代を教えてほしい。
ほぼ基礎疾患持ちの高齢者でしょ？

死亡者の情報もしっかり出すべき。
ほぼ高齢者ばかりで、基礎疾患持ちで、関連死ばかりでしょ？

で、東京都のサイトみてきました。

死亡者の年代、70代以上で83.1%、60代以上で93.0%、50代以上で97.9%。

死亡者はほぼ基礎疾患持ち。
基礎疾患の有無が確認できた死亡者198人中、194人（98%）が基礎疾患有り。

関連死の割合は、パッとは見つけられませんでした（大阪府の公表データではほぼ関連死ばかり）。

要はデータを見る限り、圧倒的に老人問題なんです。
都知事も言いたいでしょうけど、票田がね…。"
1006,101-6,16分前,lalala,"不要不急やめようって全然従ってない人多い
習い事で集まるとか
友人が自宅に遊びにくるとか
孫子供が年末帰省してくるとか
近所見ても周り見てもあるし
仕事以外で普通に出かけてるし

今それ必要？って自分に問いかけるの大事だと思う
じゃないと不眠不休の医療現場の人達可哀想だよ
ワクチンや薬でてくるまで保たないよ
あの人達がいるから、今社会が成り立ってる"
1007,101-7,16分前,ryo*****,いい加減にしろよ。さっさと入国規制するべきだろ。特定の国から検査なしで入国させてるのさすがにやばくない？
1008,101-8,16分前,aut*****,"また「過去最多」か。これを言ったらおしまいだが、この数字、「操作」してない？…疑心暗鬼ではあるがあまりにもパターン化しすぎている。
「月曜日は少ない。検査数が少ないから」がもはや定説になっている感じがある。
毎日出される「過去最多」の数字すら氷山の一角であり、潜在的にはこの数字の数倍以上だと思う。"
1009,101-9,16分前,rai*****,"いい加減、死亡者と重傷者の平均年齢を同時に公表しろ。
知事は不安感を煽って政治利用するのはやめろ。
疫病対策の責任者は、都道府県知事だぞ。
わかってるのか？
他人事じゃなく、知事の責任だからな。"
1010,101-10,15分前,黒板,医師会が痺れを切らしたのでしょう。国がもたつくのは現場サイドからするとお役所は何もわかってない！という事。
1011,102-1,15分前,mii*****,"年齢別の感染者数、年齢別の重症者数が
知りたいなあ（笑）それからインフルエンザ
との致死率の比較もして欲しいなあ笑い"
1012,102-2,15分前,fst*****,"医師会や医療の各関係団体から医療緊急事態宣言がでました。

コロナの新しい患者が出ないこと、新たな感染者数が減ること医療現場の希望の光になるんだと解釈しました。

子ども達があの会見を見たら子ども達の中には学校には行きたいが自分たちがステイホームをすることが力になるなら「分かった」と協力する子も少なくないだろうな

日本の子供は辛い中でも光を指せる希望を持てる

国は、
会社を含む商売　教育機関　医療機関　マスコミ　第一産業とか農協などなど
各々の機関や団体が各々で医療機関に協力できることは何か宣言して明らかにしたら、残りの出来ないことを国が支援する姿勢だね

早く各団体は自分は医療機関を守るために何ができるか明らかに提言して国を動かさないといけない

そうしないとこの国は動かないよ"
1013,102-3,15分前,kl2*****,今日は何食べようかなー
1014,102-4,15分前,kaneme,重症者も減っているし、欧米に比べたら、なにも起きていないと、同じですね。
1015,102-5,15分前,bgr*****,"続々と感染者が増え続けてる以上
政府は緊急事態宣言を出しロックダウンして
全国民に20万以上配ることが絶対に必要不可欠です。

政府には一刻も早く動いて頂きたい。

このまま放置では全国民の信用を失い支持率はガタ落ちですよ。"
1016,102-6,15分前,svo*****,重症者が減った訳は、まさか死んだから減ったんじゃないだろうね
1017,102-7,14分前,sou*****,東京都の人口の約0.003%の感染ですね。
1018,102-8,14分前,dop*****,"高止まりしたままでケシカランという意見もわかる。

でもみんながそこそこガマンしてるおかげで二次曲線的に倍々ゲームで増えずに済んでいる、とも言えるんでない？"
1019,102-9,14分前,gacchan,"800人に比べたら半分以下
東京の地方人頑張れ！"
1020,102-10,14分前,san*****,"入国緩和なんてしているからですよね。
先ずは自国民の生活と健康を考えて下さいよ。
最低でも入国はPCR検査と空港ホテルなどに強制滞在1週間などオープンタイム取らせて下さい。
まして得体のしれない韓国・中国は検査以前に入国禁止です。"
1021,103-1,14分前,cho*****,出歩くように企業も仕向けてるのに、出掛けたらあかんって滑稽だよ。
1022,103-2,14分前,pla*****,もういい加減、生ぬるい対策呼び掛けは終わりにして欲しい。出来る企業は全てテレワーク、外出自粛。まずは本当に人々の動きを止めないと医療崩壊どころの騒ぎではなくなるよ。
1023,103-3,13分前,hrh*****,もう慣れたよ、全国一日一万人位死者出たらサスガにビビるけどな…
1024,103-4,13分前,rxx*****,菅政権は、すでに終わりです。国民の命守れない。
1025,103-5,13分前,uys*****,明日は700人超えるかもな……
1026,103-6,13分前,仕事人,国内感染すら止まってないのに馬鹿じゃないの
1027,103-7,13分前,idj*****,"テレビはコロナ感染者が増えたら、恐怖心を煽って視聴率を稼ごうとする。
その証拠に、感染者が減れば残念そうにサラッと言っているのがバレバレだ。実に醜い姿だ。"
1028,103-8,13分前,neo*****,この無責任な国の政府に感染爆発という罰を与えるのだ。我慢してもしなくても同じ結果だ。
1029,103-9,13分前,aka*****,"医療従事者よ　直ちに職場放棄せよ

行動を自粛しない者の為に　アホすぎる政治家の為に
自らを　家族を危険にさらしてよいのか
正義を行え"
