,number,ユーザー名,コメント
3303,331-3,zpc*****,（文頭）この関連記事、この数日思っているが新規感染者が何百人とかしか報道していない。首都圏、大阪、愛知とかの緊急事態宣言後の感染者数動向を気にしている人が大半だと思うのに。危機感は必要だが記事内容を見る限り緊急事態宣言での国民意識ではなくて累計人数をタイトルにしていてコロナ被害を煽っているだけ。単純に人数ではなくて減少傾向であるが更に減少への意識向上とかのタイトルに出来ない阿保な記事。あぁ国民方向をバラバラにするイライラ記事。（文末）
3304,331-4,菅でガス,"（文頭）この数値には疑問がある。
検査数を減らしたか？（文末）"
3305,331-5,s,"（文頭）東京は過去に、都知事選、延期前の五輪など
都合よく数値を乗せたり、検査数を絞ったり意図的に調整してくるから信用出来ない。
今度は五輪開催の最終決定前だからかな？（文末）"
3306,331-6,hir*****,（文頭）全然全く信用できん！（文末）
3307,331-7,ayu*****,（文頭）あからさま過ぎるわ（文末）
3308,331-8,rig*****,"（文頭）陽性率じゃないと
あんまり意味ないと思う（文末）"
3309,331-9,baw*****,（文頭）やはり感染拡大はGoToでの多人数の移動によるものも大きかったのだろう。（文末）
3310,331-10,ivy*****,（文頭）若い世代の検査やらなくなったんだから減って当然でしょう。（文末）
3311,332-1,eta*****,"（文頭）緊急事態宣言を発表した1月上旬にはもうピークアウトしていたのは東京都が示す数字が示している。
そこから徐々に順調に減少し落ち着きを取り戻しているのに宣言の延長は落ち込んだ経済をさらに悪化させる「愚策」である（文末）"
3312,332-2,anz*****,"（文頭）減ったことはうれしいしちょっとはほっとするけど、減ったと言っても週で一番感染者数が少なく出る月曜日だし、12月と同じくらいに戻っただけなんだよね…。
少し減るとまた人々の気持ちが緩んで出歩いて感染拡大するし。
どうせまたお花見だ、GWだと盛り上がって感染者数がぶり返すんだろうなぁ…と思うと終わりが見えなくてうんざりする。
楽しいことしたいのはわかるけど、一旦みんなで自粛頑張ってなんの気兼ねもなく遊びに行ける日を取り戻そうよ。（文末）"
3313,332-3,ytj*****,"（文頭）いよいよオリンピックに向けてカウントダウン。
世界の皆さん、日本はこんなに安全な国ですよ～！(操作…)（文末）"
3314,332-4,purepower,"（文頭）全然自粛して無い人多数なのにいきなり500人クリアの不思議。五輪開催強行の為に
小細工しているのではと思ってしまう。だって感染者減少一途なら医療現場の逼迫も
緩和の兆しがあるはずなのに全くない不思議。（文末）"
3315,332-5,gxz*****,"（文頭）検査数減らして何アピールしてんだろ？
変異してるウイルスは広がってるのにね（文末）"
3316,332-6,kaz*****,（文頭）ダイエットと同じ、数字だけに一喜一憂しないように（文末）
3317,332-7,xua*****,（文頭）五輪開催するの？（文末）
3318,332-8,caman_media,"（文頭）少ない事は凄いのですが、亡くなる方があまり減っていないし重傷者が減るというのは回復もあれば亡くなっている場合もありますよね。
正直この数字が自粛のモチベーションになる人と、油断に繋がる人とに分かれそう。
0が無理なのは分かりますが、もう少し頑張ろうと思う人が増えると良いなと思います。（文末）"
3319,332-9,cat,（文頭）減った事は喜ばしい事だし、国民と医療従事者の我慢の賜物。(政治家は除く)。タイトルは皆様の我慢と徹底した対策の結果と入れて欲しかった。累計10万人は必要無い（文末）
3320,332-10,ほの,（文頭）まだ濃厚接触者の追跡調査してないから、少ない数なのだと思う。だから、症状の出る高齢者が多いのだと思う。早く追跡調査を再開してほしい。（文末）
3321,333-1,ctc*****,"（文頭）保育園で1人出ました。濃厚接触者無しの判定でした。ですが後日また2人出ました。
追跡調査しないが為に「濃厚接触者無し」で決めつけるのはいかがなものか…園児や職員、スタッフ全員検査すればあと何人か出てきそうな…（文末）"
3322,333-2,heu*****,"（文頭）減って欲しくない人がたくさんいる。
政権批判ができなくなっちゃうもんね（文末）"
3323,333-3,よぴ,"（文頭）だいぶ数字をいじってきましたね（笑）
分かる人にはすぐ分かるよ。（文末）"
3324,333-4,tok*****,（文頭）これはあきらかにいじってる（文末）
3325,333-5,miy*****,"（文頭）東京の皆様へ
都議もツィートしてましたが、
濃厚接触者を検査しなくなったので、
減ったようです。
通常ならば、感染者の濃厚接触者は検査して
陽性が出るのが慣わしですが、
検査出来なくなって減ったようにみえている
ようです。
詳しくは、Twitterなり、ウェブサイトなり
検索すれば幾らでもこんな情報出てくる
と思います。（文末）"
3326,333-6,lpi*****,（文頭）感染者数だけじゃなくて検査数に対して陽性者の数とかも写して欲しい（文末）
3327,333-7,dia*****,"（文頭）この数値を見て、「めっちゃ感染者数減ってんじゃん！緊急事態宣言すげ～！」
と思う簡単な手品にひっかかる頭の悪い国民が結構いる事の方がヤバい。普通に考えて、こんなにズガンと一気に減る訳ないでしょ。何もわかってない。
実質、素直で真面目な国民が努力して多少は減っているけど年末の数値からさほど減ってませんから。（文末）"
3328,333-8,ior*****,（文頭）オリンピックありきで隠蔽してそう。（文末）
3329,333-9,けろ,（文頭）すこしへったね。月曜日だけど。このまま減るとともに早くワクチンを。（文末）
3330,333-10,tatu,（文頭）データの信頼性が全くない、何人の検査で、何人の感染者が存在するのか、はっきりしたデーターをなんで示さないのですか、マスコミはなんで調査しないんですか、（文末）
3331,334-1,dub*****,（文頭）PCR検査人数を減らせば 感染者の公表人数が減るのは当たり前のことです。（文末）
3332,334-2,raf*****,（文頭）きっと真実減少しているのだと思う。疑いの心は政府への信頼度。身勝手な議員の行動や首をかしげる政策、大勢の自宅待機者。繫がらない保健所の電話などなど。素直に信じられない気持ちもわかる気がする。（文末）
3333,334-3,por*****,"（文頭）自宅療養者や宿泊療養者がいる限り、当分緊急事態宣言の解除は無理だ。
感染者がすぐに入院できるようにならなければ無理でしょう。（文末）"
3334,334-4,sat*****,"（文頭）累計10万人かぁ。でも、まだ都民の1%にもならない。つくづく東京都の人口の異様な多さに違和感を感じる。

通勤ラッシュに学校は通常。ポイントを絞って飲食店への時短要請が当たったってことなんだろうけど。

ってことは、もう飲食に関してはワクチンが行き渡るまで東京都としては現状維持するしかないってことだよね。（文末）"
3335,334-5,abn*****,"（文頭）胡散臭いな
サンキューさんて（文末）"
3336,334-6,coi*****,"（文頭）これ下手げに減らすとすぐ減ると誤解されて社会崩壊するよ？

政府の印象を良くする操作が少なからず働いてるよ。
検査数減らしてるのがいい例よ。
保健所がパンクするまで感染者が拡大してこれだけすぐにいなくなりました。
そんなわけ無いし簡単なウイルスでは無いでしょ。

尾身さんや自分の考えにそぐわない人を疎遠にして無理矢理支持率上げようとしているだけ。

隠れコロナが今後、街中に蔓延る事を忘れないで下さい。

政府の無能のせいで国民が殺されてしまいます。（文末）"
3337,334-7,cot*****,"（文頭）不自然すぎ。
これ、まともに減ったと思ってるやついるのか？（文末）"
3338,334-8,ysa*****,（文頭）数字を操作しているとしか思えない。どこかの国みたい。隠蔽、嘘、が横行する日本になってしまったのか。（文末）
3339,334-9,名ばかり管理者(笑),"（文頭）減少していることはいいことですが、改竄なんてないでしょうね。

あと、「重症者が減った」と言っていますが、
回復してなのか、死亡してなのか、その内訳がとても大事なのでは。（文末）"
3340,334-10,sei*****,（文頭）明日が急増しそうですね。（文末）
3341,335-1,xms*****,（文頭）東京の感染者数は信用出来ません！去年のオリンピック予定の時だって延期決まるまで本当の感染者数は出さなかったと思うし、今回も緊急事態宣言解除したくて、また・・多分地方の方ならそう思ってる人もいると思います！（文末）
3342,335-2,waka,"（文頭）結局、飲食店の感染対策違反が大きく影響してる。店が許すから客も構わず密になって会話。酒有る無し関係ない。
協力金もこれからは納税申告してる店舗のみにするべき。（文末）"
3343,335-3,anl*****,"（文頭）ただ、単に保健所が検査を半分近くに減らしてるだけなので、何も意味がないし、3月位からイギリスの変異したウィルスが席巻したら、政府は責任を取らないでしょ又、自粛のお願いだけで、金は配らない️次の選挙で
与党を今後100年はするな（文末）"
3344,335-4,dsa*****,"（文頭）実態なんてなんでも良いから早く解除しようよ
罹りたくない人は家から出なきゃ良いだけなんだから（文末）"
3345,335-5,ohi*****,（文頭）減ったのは国民が頑張った成果。決して政治家が有能だからではない。（文末）
3346,335-6,kam*****,"（文頭）夜8時で減るんだ！
それじゃ、今後は１１時までにすれば。
昔は、２４時間やってる店なんかなかったし。
朝、5時から、夜11時までは、
コンビニ含め、サービス業閉店にすれば。
今までの自分の意見からすると、かなり変わってきたかも。
緊急事態それが、普通の生活になるんじゃないかな。（文末）"
3347,335-7,ugu*****,"（文頭）もう減っているので緊急事態宣言解除しろよ。さすがにこれ以上延長する正当性は無い。

500人を切ったぞ（文末）"
3348,335-8,sih*****,（文頭）２０００人だったのが短期間でそんなに減るのか疑問。人数操作してるんじゃないか？（文末）
3349,335-9,diy*****,（文頭）五輪強行開催するのと緊急事態宣言の効果を出すので改ざんしているのだろう（文末）
3350,335-10,survival,"（文頭）400人を下回るって
基準意味不明（文末）"
3351,336-1,yahukome,"（文頭）濃厚接触者を検査しなくなったんだから当たり前だよね。。。。。こんな数字信じちゃダメなのに、メディアがちゃんとした情報も一緒に伝えないから
感染者が減ったと思う人が増えるんだろうな。（文末）"
3352,336-2,湘南太郎,"（文頭）何人検査して陽性率何%なのだろう。
ニュースは正しい情報をきちんと流して欲しい。（文末）"
3353,336-3,ＪD,"（文頭）以前は追跡調査をして濃厚接触者を洗い出して無症状感染者の割り出しを行っていたが、感染爆発が起き人手不足から追跡調査の制限をしている状況でも減ってきていると思う

感染者数の減少に伴い、また追跡調査を再開して無症状感染者の洗い出しを行って欲しい

追跡調査を再開して尚減少に転じているのであれば、ワクチン接種が更なる追い風にもなり得ると思う（文末）"
3354,336-4,su1*****,"（文頭）まだ多いけれど、減ったのは喜ばしい事です。
ただ、人の出は大きく減っていないのに感染者数がガクッと減ったのは不思議てす。

この減った理由をもう少し詳しく知りたいところです。（文末）"
3355,336-5,sai*****,"（文頭）減ってきたのは喜ばしい事。

では500人下回ったのでgotoキャンペーン再開した方が良いのだ！と(なぜか)国交相が強弁するのは、コント過ぎるので止めて欲しい。（文末）"
3356,336-6,kai*****,"（文頭）変異ウイルスが出た今、濃厚接触者の追跡体制を強化すべきなのに、逆に縮小した。。

数値は誤魔化せるが、実の感染は誤魔化せない。
数ヶ月後の状態は本当に心配です。（文末）"
3357,336-7,vqm*****,"（文頭）嘘くさい数字ですね。
中国は旧正月迎えてますし、いろいろ勘ぐりたくなりますね。

ねぇ、にかいさん。（文末）"
3358,336-8,dwj*****,"（文頭）中国人様のためだよ
もうすぐ春節だからね
スガ２Ｆの指示でしょ（文末）"
3359,336-9,vv_*****,"（文頭）出歩いている人がさほど少なくなったわけではないらしいのに、感染者の減少って不思議ですね。
まるで、緊急事態宣言を出すとウイルスの感染力が弱くなるように思えてしまう。
だとすると、緊急事態宣言は出しっぱなしで補助金ジャブジャブってのもアリか？（文末）"
3360,336-10,top*****,（文頭）あのスカ総理の事だから、事前にデータ訂正はやってるでしょう。（文末）
3361,337-1,sho*****,（文頭）渋谷の人手を見ても、こんなに減るのかな？っていうのが実感では？何かと何かの数え方を変えたとかがない数字なのか？にわかには信じられないんですけど・・。これがもしオリンピックを見据えての情報操作だとしたら恐ろしいんですけど。加えて今の人手は二週間後には反映されないの？宣言解除しても少ないままなの？意味が分からないんですけど・・。（文末）
3362,337-2,a00*****,"（文頭）これまでの状況を纏めます。

・gotoは夏から冬にかけて実施されていたが、冬だけ感染者数が増えた。
・gotoを中止しても、人出は大して減らなかった
・飲食が時短営業になったら、冬でも感染者数は減った。

つまり、感染に影響を与える要素。
①飲食
②気候

政府の言ってた通りじゃん。goto関係ないじゃん。
どうすんのこれ。マスコミと一部の人間が根拠もなく騒いだせいだよ？（文末）"
3363,337-3,aaj*****,（文頭）こりゃ、嘘だね。また、潜在的に、いるよ。（文末）
3364,337-4,swi*****,"（文頭）検査数を減らしているとしても、それで医療崩壊も起きず、家庭で不審死が増えても無いんだったら、元々の検査しまくり、が、間違ってるということ。
それは前々から指摘されてきた。
５類相当2️⃣すべき。（文末）"
3365,337-5,Fire and Hemlock,"（文頭）減ったんじゃなくて無視してるだけ。
これでいいの？
結果的にひどいクラスター発生するんじゃないかな。（文末）"
3366,337-6,gra*****,"（文頭）濃厚接触者の追跡等減らして調整してるのでしょうか？
オリンピック開催の理由付け？
信じ難いです（文末）"
3367,337-7,sam*****,"（文頭）また小池の裏工作
昨年もオリンピック延期が決まる前にも、検査数を減らして誤魔化してたけど、今回同じ手口はすぐバレると思ったんでしょう、濃厚接触者の追跡を止めて無症状者のカウントを減らしてる
実際の感染者数は3倍はありらしいし、オリンピックが中止にならないようなイメージ作戦のために都民だけでなく国民みんなが苦しい思いしてるのに ひどい対応（文末）"
3368,337-8,shu*****,（文頭）図ったような減少傾向…謎だ。（文末）
3369,337-9,大盛り半ライス,"（文頭）芸能人などで、やたらと陽性者が出るのは、決してリスキーな仕事だからという訳ではなく、事あるごとに積極的に検査をしているから。
一般人も同様に検査をしていたら、今日の数字にゼロ2つくらい加えたくらいになるのでは。（文末）"
3370,337-10,Kum*****,"（文頭）もっと自粛しないと金が入ってこないと思う飲食店もあるんだろうな
それもいずれは増税になるんだろうが、関係のない地域は巻き添えをくらう
感染が確認され、どういう薬が処方され経緯としてどうなるのか
そのへんの報道が無いからダメなんだ
自覚症状が無いとか軽症でその処方薬を飲めば重症化しないというなら２類指定をしないでどこかの利権を守ろうというのがダメだということだ
報道も仕事をしろよ（文末）"
3371,338-1,ode*****,"（文頭）何人検査して、何人陽性だったと発表しないと、ただただ数字を並べても意味のないことのように思う。今日の人数を見て、とても不自然に感じるのは私だけでしょうか？
濃厚接触者を追わなくなったと聞きましたが、その分人数が減ったのでは？（文末）"
3372,338-2,chu*****,（文頭）凄いね！3000人感染も予測された12月でしたが、小池のババーが述べた500人を下回るなんてオリンピック開催延期までコロナを隠し通した手法で国民又は世界を騙すつもりなのかかな。（文末）
3373,338-3,bad*****,（文頭）減って来た今こそ濃厚接触者追っかけてゴリゴリに検査しまくって封鎖するタイミングじゃんね。（文末）
3374,338-4,jin*****,（文頭）厚労省の指示で全国が検査を控えて数字操作にまっしぐら。これで支持率回復を狙い、ワクチンを起爆剤にオリンピック開催、そして総裁選へとなだれ込みたい政権の思惑が実に分かりやすい。何も手を打っていない状況で普通ならこれほど感染数が下がること自体おかしいと思わない方がどうかしている。マスコミ各社、蓮舫をやり玉に挙げて悦に入ってる暇があったら、真剣に追及すべきだろう。支持率微々たる野党議員の失態など、どうでもいい話だ。（文末）
3375,338-5,集中・近接・閉鎖を避けた生活を！,"（文頭）＞東京都で新たに393人の感染確認 400人を下回るのは12月21日以来 累計は10万人超える


400人を下回りましたか。
と言っても12/21以来。既に「拡大！拡大！」と大騒ぎになってた12月の後半並みですから、まだまだ多いですね。少なく感じてしまうけれど、多いです。

累計10万人、昨日予鈴した通り笑
淡々と書かれていて、この記事は良いですね。（文末）"
3376,338-6,tai*****,（文頭）減った時に疑いなら、増えた時も疑え。（文末）
3377,338-7,sin*****,（文頭）分母はー？（文末）
3378,338-8,igc*****,"（文頭）この数字は信じていいのでしょうか??
政府がオリンピックをやりたいがために数字を誤魔化して嘘をついてるように思えます。（文末）"
3379,338-9,pap*****,（文頭）これ、本当？（文末）
3380,338-10,mur*****,（文頭）本当なのかわかったもんじゃない（文末）
3381,339-1,suz*****,"（文頭）あまりに急激な減少。
おかしいですね？（文末）"
3382,339-2,bak*****,"（文頭）絶対的に嘘の数字だと思う
一気にこんなに減るわけがない（文末）"
3383,339-3,oohay,"（文頭）検査を抑制したので感染者が減りましたね。

大本営発表は今も健在です!!

日本はもう戦争をしてはいけません。また次も負けます。（文末）"
3384,339-4,mvq*****,"（文頭）オリンピック強行に向けての数字の操作をしているのかと疑ってしまう。
それくらい日本の政治家は信頼できない。（文末）"
3385,339-5,sei*****,（文頭）これを本当に減ったと思うのは間違いだと思う。気を緩めたら大きなしっぺ返しが来るような気がする。変異種も気になるし！（文末）
3386,339-6,jun*****,（文頭）一般企業で、病院に行かないで自宅待機をしてろとの圧があると聞いた！PCRは、全員したら壊滅状態になるような！（文末）
3387,339-7,roc*****,"（文頭）見えない所でどんどん死んでいくだけ。
全部上級の懐の為だけに。
身内に広がらなきゃ分からないんだよ、この国民は。（文末）"
3388,339-8,dar*****,（文頭）すげー減った。もう国民全員全開でウロウロしても大丈夫だね。やったー！（文末）
3389,339-9,dan*****,"（文頭）週末は100人台じゃん。これなら延長する必要ないでしょ。
シュウソク、シュウソクっ（文末）"
3390,339-10,flo*****,"（文頭）嘘臭い…

検査数絞ったの？（文末）"
3391,340-1,ima*****,"（文頭）そんな訳ないでしょ。
これだけ不急の外出をしているんだから。（文末）"
3392,340-2,not*****,（文頭）意図的に減らしたのか、基準変えたのか急減だな(笑)いずれにせよCT値40は正気の沙汰ではない。それにしてもネットのニートや年寄りがわめくわめく。大手をふって家で寝てられたのに(笑)まるで多くないと困るような口振りほんとにくずだね。（文末）
3393,340-3,unp*****,（文頭）減りすぎやろー。すげー。（文末）
3394,340-4,hir*****,（文頭）オオヤケ発の情報が素直に信じられないのは、なんでだろう。（文末）
3395,340-5,for*****,（文頭）あまりにも感染者減らないから次は情報操作かな？休み明けもあるけどにわかには信じられない数だね。（文末）
3396,340-6,kot*****,"（文頭）緊急事態宣言解除　キタ～～～～～～～ッ！！

東京五輪開催強行　キタ～～～～～～～ッ！！（文末）"
3397,340-7,mad*****,（文頭）もちろん宣言も入国規制も延期するんだよね（文末）
3398,340-8,pyu*****,（文頭）少なっ（文末）
3399,340-9,cnd*****,"（文頭）オリンピックの為に操作した？
濃厚接触者の追跡やめたからやろ？（文末）"
3400,340-10,hir*****,（文頭）コロナウイルス怖い怖い病に取り憑かれた連中が、寂しいと喚いている、もっともっともっと増えないと病気になった意味がないもんね、こんな数字信じないぞ。（文末）
3401,341-1,sak*****,"（文頭）毎日感染している人数が出ている事に変わりはない。何故連日感染者がこれだけ出るのか不思議。感染予防をしっかりしていないのではないか？
いずれにしても、自分は出来る限りの予防をするしかない。
今、感染んしたら仕事に影響する。（文末）"
3402,341-2,agp*****,"（文頭）1ヶ月と期限を決めたなら、その期間は同じ検査体制でやってほしかった。そうでないと毎日の数字に意味がなくなります。

22日から濃厚接触者の検査をやめるよう厚労省から通達があったそうですが、保健所の業務軽減のためにそうしたのなら、小池知事は記者会見の時、それを言うべきだったのでは？

何も知らせず、数だけ見せて「あともう一歩」とか言われても、信じられない人多いと思う。（文末）"
3403,341-3,dai*****,（文頭）なんか一気に減ったな、ただ393人とか多いには変わりないけど、やっぱり飲食店が原因なんやね、特に酒を出す店がかなり大きな原因なんだろうな、今回飲食店以外ろくな対策ないのに飲食店の時間短縮しただけで一気に減るもんな、0人になるまで飲食店で酒の提供を禁止にすればいいんじゃないかな？（文末）
3404,341-4,mss*****,"（文頭）あからさまな結果だな。

原因は飲食店と証明されてしまった。
これで良いのか？（文末）"
3405,341-5,ise*****,"（文頭）一気に減りましたね。
濃厚接触者を追ってないので、減りますよね。
死者数は一向に減っていません。
という事は、感染者数は横ばいと見るのが妥当だと思います。（文末）"
3406,341-6,shu*****,"（文頭）コロナ対策のせいで生活が破壊された人とコロナで亡くなった高齢者に依存してて生活が破壊された人はどっちが多くいる？

なんで対策した方が社会が混乱してるの？

高齢者の命ってそんなに重いの？若者の未来より？

いい加減過剰に騒ぐのやめようよ、病死は寿命だよ。（文末）"
3407,341-7,bwj*****,（文頭）新規感染者の推移グラフの波形について、合成波の分析すれば、増減について主要因とその他要因の寄与がある程度推測できるだろう。（文末）
3408,341-8,ros*****,"（文頭）このタイミングで
この数字って
何か
鉛筆なめなめ感（文末）"
3409,341-9,tadanohimatsubushi,"（文頭）五輪開催のために数字操作が始まったな。
後半年で試合環境も整ってないのに開催なんてできるわけねーのに。

森の爺さんの妄執に全東京都民と日本国民の税金をゴミ箱に放り込んだと思うと、悔しくてならないね。

何事も劣勢なときほど引き際が肝心だが、二次大戦のときから日本のおえらいさんは本当に引き際の見極めが下手くそ過ぎるわ。（文末）"
3410,341-10,mar*****,"（文頭）最早この数字はあてにならないといわれるぐらいの数字の下がり方
信じれるの？この数字（文末）"
3411,342-1,far*****,"（文頭）東京のざっと数字を追ってみたのですが
1/17なんかは検査数が2000くらいなのだが感染者は822人。
1/18は検査数が16000弱で感染者数は1204人。
1/28は10500くらいで481人。
昨日からの検査数は公表されてないようです。

医療圧迫のために検査数を減らしているのか、
徐々には減って入るようだが
実際は微々たるものかもしれないですね。（文末）"
3412,342-2,yks*****,"（文頭）これって保健所が追跡調査やめたからで
実際に減ってるのかな？（文末）"
3413,342-3,kosaka,"（文頭）減ったね！おめでとう！
緊急事態宣言解除と自粛解除とっととしちまおうぜ！！！（文末）"
3414,342-4,tak*****,（文頭）ウイルスが夜行性のはずはないが、やっぱり夜行性の人たちがウイルスを運んでいたのか？（文末）
3415,342-5,myn*****,"（文頭）検査数抑えてますよね～
またそういう姑息な手段とってるんですか。
また、検査難民が増えそう～（文末）"
3416,342-6,バッハshine,（文頭）もう居酒屋開けろや。出張の時しか飲めん。毎日体内からアルコール消毒した方がいい。（文末）
3417,342-7,xxxxxxxx,（文頭）保健所がFAX送るのめんどくさくなって溜め込んでるんじゃないの（文末）
3418,342-8,tet*****,"（文頭）検査数とそれに対する陽性率が一番重要なんじゃないですかね？
あと他の方が記しているように、重傷者が減ったと言うが、回復して減ったのかお亡くなりになられたのかで全く意味合いが変わりますよね。
オリンピックの為に印象操作しているのかと思いたくなりますよ。（文末）"
3419,342-9,野球狂小田,"（文頭）順調だな
経済のために、来週から解除でいいんじゃねぇ？（文末）"
3420,342-10,dga*****,"（文頭）減ったのは喜ばしい事だか
他の方も言ってるように
オリンピックの為に数字のコントロールをしてるようにかんじてしまいますね
オリンピックやりたさにコントロールしているのだとしたら後々大変な事になるような気がします

やっぱり安心とは程遠いと思います（文末）"
3421,343-1,tak*****,（文頭）濃厚接触者の追いかけ方を変えたから減ってるだけじゃないの？（文末）
3422,343-2,kan*****,"（文頭）急激に数字が減っているのが怖すぎる。
週明けだから少ないだけ？

市中には無症状が沢山居すぎて
どーにもならないから検査数を減らしているのか？
それとも、オリンピックの為に検査数減らして、報告してるだけなんじゃないか？

何故にこのような数字になってるのか、
記事を書かれてる人には明らかにしてもらいたい。（文末）"
3423,343-3,匿名,"（文頭）「ＯＫ、ＯＫ」このまま、新規感染者が減少していってほしい。

早く元の日常に戻れることを期待しています。あともう少し、皆さん頑張りましょう。（文末）"
3424,343-4,rnv*****,"（文頭）これで減ったの️️
また中途半端にマスコミ嬉しそうに報道するけど、マスコミの責任大きいと思います。
GOTOでも、飲食店や、旅行業者の窮状だけをクローズアップし煽るだけ煽って結局菅総理の判断が遅いと言うオチに持っていっただけ、、
マスコミ連中、週刊記者の様な事しか出来ないなら、徹底的に二階さんの所の秘書の議員の会食もテレビでもやれよ。
不思議と触れないやん。
あなた方マスコミに振り回されるのはもうごめんだ。（文末）"
3425,343-5,mu1*****,（文頭）菅さんの祈りが通じたんちゃうの？（文末）
3426,343-6,jlx*****,"（文頭）濃厚接触者を追わなくなったから減っている？？
濃厚接触者を追わなくなってからも減っているのでしょ？

その傍証としては、(発症する)患者が減っているということが挙げられるでしょうね。PCR検査の数は東京都でピークの2割減程度で、その理由がなんであれ2割程度の発症者減少であればともかく、7日の移動平均で半数程度にまで減少しているのですから、収束していっているのは明らかです。（文末）"
3427,343-7,shi*****,"（文頭）検証をしなければ進歩はありません。月曜日の数だから割り引いて考えるとして、緊急事態宣言の頃1月7日の記事による西浦教授の説(飲食店に限定する弱い対策)と2月に入ったばかりの現在の状況にかなりの違いがあるのはなぜでしょうか。
----
西浦教授は、昨春や昨夏に感染者が増加した時に行われた対策の分析を基に、今後の東京の感染者数を予測した。感染者１人が何人にうつすかを示す「実効再生産数」は、現在１・１程度と推定。今後新たな対策をとらなければ、２月末の東京の新規感染者数は１日３５００人に増えるとした。
一方、実効再生産数が０・７程度と、人との接触削減が徹底された昨春の緊急事態宣言と同じレベルの効果を想定した場合、２月２５日に１日の感染者が１００人を下回ると推定した。飲食店に限定するなど、弱い対策で実効再生産数が１をわずかに下回る想定では、２月末も１日１０００人を超える状態が続くとしている。（文末）"
3428,343-8,raf*****,（文頭）「500人切った！さあ、goto再開だ！オリンピック開催だ！利権ざくざく！うっしし～～～」2F＋森（文末）
3429,343-9,yus*****,"（文頭）年末年始（勝負の３週間）の間の感染の波が治まったってとこでしょうかね。
緊急事態も成果が出てよかったのではないでしょうか。
とわいえ、油断禁物。3/7からGOTO再開や給付金は考えないという判断だけはしないようにしていただきたい。
GOTOはワクチン接種が行き届いてから、本当に困ってる人には給付金を！（文末）"
3430,343-10,rep*****,"（文頭）減った事をいい事に焦って国は非常事態宣言を解除。
そうすればまた軽く1000人超えはいく
だから感染者なしが最低1週間とかまで粘って解除すべき

国民みんな頑張ってる。
ぺちゃぺちゃぺちゃぺちゃ訳のわからん事を毎回毎回馬鹿みたいに同じ事を言ってる君たちより国民の方々の方がよっぽど優秀で頑張ってる
何もできないお前らに言っても無駄かもしれんが、国からの保証は短期間で早急にしていただきたい。

借金がある借金があると政府は言うが、国民からしたら頭の悪いお前らが作った借金なんだから知る余地もない
間違っても国民からはとるなよ
クソ政府さん達よ（文末）"
3431,344-1,tur*****,"（文頭）コロナロスの奴ら涙目だな。
まあ、明後日には曜日変動で増えるから安心しろ。

でも、緩んできて、また本当に増えないかちょっと心配。（文末）"
3432,344-2,真のシコる帝,（文頭）あくまで皆さんの努力の成果。（文末）
3433,344-3,zar*****,（文頭）これって民間の検査結果が反映されてないんだよなあ（文末）
3434,344-4,ぬっさーら,（文頭）ホントに減ってんの？減らしてんじゃないよね？なんか検査についての通達出してなかった？出してたよね。（文末）
3435,344-5,oya*****,（文頭）検査の数絞っただけってみんな知ってる茶番です（文末）
3436,344-6,m*****,（文頭）何もしてない（特効薬も、ワクチンも、人の出歩きひどいし、飲み会だって普通にやっているのを見かける）のに。ここにきていきなり数が減るから不思議。濃厚接触者を追いかけてないから当然なのかな。（文末）
3437,344-7,hib*****,（文頭）人出はたいして減っていないのに新規感染者数は順調に減っていることに、「緊急事態宣言は緩すぎる！」と声高に叫んでいた連中が苛立っているのが愉快でたまらない。（文末）
3438,344-8,m*y*a*****,（文頭）今日は1/28（木）検査の集計結果。23~25にかけて東京は比較的まとまった雨（雪）になっていた（雨が降ると新規の風邪やインフルエンザ患者数が減る現象がある）ので、陽性者数は、実効再生産数以上に減ったと考えられます。（文末）
3439,344-9,ahi*****,"（文頭）この数字、
会食のためです。
Go Toのためです。
オリンピックのためです！（文末）"
3440,344-10,say*****,"（文頭）以前、私が運転した車に、お乗りになったお客様がコロナに感染した時も、私は濃厚接触者には、カウントされませんでした。
(感染されたお客様のご厚意によりPCR検査を行い、陰性でしたが)
一時間程の同乗接触では、濃厚接触に当たらず、どのような場合が濃厚の基準なのか、かなり不透明で、複雑な心境でした。（文末）"
3441,345-1,waw*****,"（文頭）嘘だとか言う人って、医療従事者に嘘つきって呪詛かけてることに気づいてないんだろうか？
きっと政府を批判して気持ちよくなってるんだろうけど、それただの医療従事者への悪口だから（文末）"
3442,345-2,gor*****,（文頭）面白いように減るね。不自然すぎてシラケてしまう。（文末）
3443,345-3,s*****,（文頭）こんな嘘を堂々と付くところに異常さを感じる。濃厚接触者の追跡をやめたからでしょう。誰が信用するんだよ、こんな数字。（文末）
3444,345-4,mat*****,（文頭）急に減りすぎ。世界の例見てもおかしい。意図的に検査減らしたか。（文末）
3445,345-5,無月,"（文頭）テレビの情報番組ゴゴスマでは400人前後を予想していた。
この数字信憑性は高いと思うぞ。（文末）"
3446,345-6,suu*****,（文頭）検査対象方針が変わったからだと思うよ。（文末）
3447,345-7,ttdfedetl6e3er,"（文頭）陽性率が下がってれば、減衰傾向が続いてるということか。
このまま減衰がつづけば、初冬に慢心した国民が引き起こした感染拡大だったということになるなあ。（文末）"
